accession,study,bioproject_accession,biosample_accession,filename,library_ID,library_strategy,library_source,platform,instrument_model,design_description,generator_facility,generator_contact,assembly,data_type,filetype,library_layout,library_selection,shear_method,title,total_bp,coverage,ntsm_score,ntsm_result,path,total_Gbp,sample_id
SRR30242299,SRP305758,PRJNA701308,SAMN37797091,NA19338-2_S27_L003_R2_001.fastq.gz,NA19338-2_S27_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19338,14049151602,4.53,0.545612,Similar,s3://human-pangenomics/working/HPRC/NA19338/raw_data/hic/NA19338-2_S27_L003_R2_001.fastq.gz,14.05,NA19338
SRR30242298,SRP305758,PRJNA701308,SAMN37797091,NA19338-2_S27_L004_R2_001.fastq.gz,NA19338-2_S27_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19338,14333528623,4.62,0.559476,Similar,s3://human-pangenomics/working/HPRC/NA19338/raw_data/hic/NA19338-2_S27_L004_R2_001.fastq.gz,14.33,NA19338
SRR30242297,SRP305758,PRJNA701308,SAMN37797092,NA19391-1_S20_L001_R2_001.fastq.gz,NA19391-1_S20_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19391,13518244805,4.36,0.544625,Similar,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-1_S20_L001_R2_001.fastq.gz,13.52,NA19391
SRR30242296,SRP305758,PRJNA701308,SAMN37797092,NA19391-1_S20_L002_R2_001.fastq.gz,NA19391-1_S20_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19391,13805315933,4.45,0.539666,Similar,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-1_S20_L002_R2_001.fastq.gz,13.81,NA19391
SRR30242492,SRP305758,PRJNA701308,SAMN37797092,NA19391-1_S20_L003_R2_001.fastq.gz,NA19391-1_S20_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19391,13183479160,4.25,0.550523,Similar,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-1_S20_L003_R2_001.fastq.gz,13.18,NA19391
SRR30242491,SRP305758,PRJNA701308,SAMN37797092,NA19391-1_S20_L004_R2_001.fastq.gz,NA19391-1_S20_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19391,13360758809,4.31,0.53483,Similar,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-1_S20_L004_R2_001.fastq.gz,13.36,NA19391
SRR30242490,SRP305758,PRJNA701308,SAMN37797092,NA19391-2_S28_L001_R2_001.fastq.gz,NA19391-2_S28_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19391,10435705406,3.37,0.595998,Similar,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-2_S28_L001_R2_001.fastq.gz,10.44,NA19391
SRR30242489,SRP305758,PRJNA701308,SAMN37797092,NA19391-2_S28_L002_R2_001.fastq.gz,NA19391-2_S28_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19391,10730260451,3.46,0.583996,Similar,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-2_S28_L002_R2_001.fastq.gz,10.73,NA19391
SRR30242292,SRP305758,PRJNA701308,SAMN37797092,NA19391-2_S28_L003_R2_001.fastq.gz,NA19391-2_S28_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19391,10165906652,3.28,0.562347,Similar,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-2_S28_L003_R2_001.fastq.gz,10.17,NA19391
SRR30242291,SRP305758,PRJNA701308,SAMN37797092,NA19391-2_S28_L004_R2_001.fastq.gz,NA19391-2_S28_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19391,10445658425,3.37,0.585156,Similar,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-2_S28_L004_R2_001.fastq.gz,10.45,NA19391
SRR30242290,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L001_R2_001.fastq.gz,NA19468-1_S21_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12240254262,3.95,0.579113,Similar,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L001_R2_001.fastq.gz,12.24,NA19468
SRR30242289,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L002_R2_001.fastq.gz,NA19468-1_S21_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12522807560,4.04,0.578908,Similar,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L002_R2_001.fastq.gz,12.52,NA19468
SRR30242288,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L003_R2_001.fastq.gz,NA19468-1_S21_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,11874352869,3.83,0.560997,Similar,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L003_R2_001.fastq.gz,11.87,NA19468
SRR30242503,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L004_R2_001.fastq.gz,NA19468-1_S21_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12119181785,3.91,0.594546,Similar,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L004_R2_001.fastq.gz,12.12,NA19468
SRR30242501,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L001_R2_001.fastq.gz,NA19468-2_S29_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12046627353,3.89,0.594036,Similar,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L001_R2_001.fastq.gz,12.05,NA19468
SRR30242500,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L002_R2_001.fastq.gz,NA19468-2_S29_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12353146997,3.98,0.591322,Similar,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L002_R2_001.fastq.gz,12.35,NA19468
SRR30242499,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L003_R2_001.fastq.gz,NA19468-2_S29_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,11750624626,3.79,0.57708,Similar,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L003_R2_001.fastq.gz,11.75,NA19468
SRR30242498,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L004_R2_001.fastq.gz,NA19468-2_S29_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12025256732,3.88,0.599243,Similar,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L004_R2_001.fastq.gz,12.03,NA19468
SRR30242285,SRP305758,PRJNA701308,SAMN33621962,NA20805-1_S18_L001_R2_001.fastq.gz,NA20805-1_S18_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20805,11098297137,3.58,0.601875,Similar,s3://human-pangenomics/working/HPRC/NA20805/raw_data/hic/NA20805-1_S18_L001_R2_001.fastq.gz,11.1,NA20805
SRR30242284,SRP305758,PRJNA701308,SAMN33621962,NA20805-1_S18_L002_R2_001.fastq.gz,NA20805-1_S18_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20805,12026700245,3.88,0.595815,Similar,s3://human-pangenomics/working/HPRC/NA20805/raw_data/hic/NA20805-1_S18_L002_R2_001.fastq.gz,12.03,NA20805
SRR30242421,SRP305758,PRJNA701308,SAMN33621962,NA20805-1_S18_L003_R2_001.fastq.gz,NA20805-1_S18_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20805,12020309550,3.88,0.598198,Similar,s3://human-pangenomics/working/HPRC/NA20805/raw_data/hic/NA20805-1_S18_L003_R2_001.fastq.gz,12.02,NA20805
SRR30242420,SRP305758,PRJNA701308,SAMN33621962,NA20805-1_S18_L004_R2_001.fastq.gz,NA20805-1_S18_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20805,11932764485,3.85,0.574895,Similar,s3://human-pangenomics/working/HPRC/NA20805/raw_data/hic/NA20805-1_S18_L004_R2_001.fastq.gz,11.93,NA20805
SRR30242419,SRP305758,PRJNA701308,SAMN33621962,NA20805-2_S26_L001_R2_001.fastq.gz,NA20805-2_S26_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20805,9670160093,3.12,0.593732,Similar,s3://human-pangenomics/working/HPRC/NA20805/raw_data/hic/NA20805-2_S26_L001_R2_001.fastq.gz,9.67,NA20805
SRR30242418,SRP305758,PRJNA701308,SAMN33621962,NA20805-2_S26_L002_R2_001.fastq.gz,NA20805-2_S26_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20805,10511815847,3.39,0.588998,Similar,s3://human-pangenomics/working/HPRC/NA20805/raw_data/hic/NA20805-2_S26_L002_R2_001.fastq.gz,10.51,NA20805
SRR30242417,SRP305758,PRJNA701308,SAMN33621962,NA20805-2_S26_L003_R2_001.fastq.gz,NA20805-2_S26_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20805,10518532134,3.39,0.580557,Similar,s3://human-pangenomics/working/HPRC/NA20805/raw_data/hic/NA20805-2_S26_L003_R2_001.fastq.gz,10.52,NA20805
SRR30242416,SRP305758,PRJNA701308,SAMN33621962,NA20805-2_S26_L004_R2_001.fastq.gz,NA20805-2_S26_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20805,10392835274,3.35,0.590195,Similar,s3://human-pangenomics/working/HPRC/NA20805/raw_data/hic/NA20805-2_S26_L004_R2_001.fastq.gz,10.39,NA20805
SRR30242282,SRP305758,PRJNA701308,SAMN33758801,NA20905-1_S22_L001_R2_001.fastq.gz,NA20905-1_S22_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20905,3469860160,1.12,0.757607,Similar,s3://human-pangenomics/working/HPRC/NA20905/raw_data/hic/NA20905-1_S22_L001_R2_001.fastq.gz,3.47,NA20905
SRR30242281,SRP305758,PRJNA701308,SAMN33758801,NA20905-1_S22_L002_R2_001.fastq.gz,NA20905-1_S22_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20905,3719930534,1.2,0.747719,Similar,s3://human-pangenomics/working/HPRC/NA20905/raw_data/hic/NA20905-1_S22_L002_R2_001.fastq.gz,3.72,NA20905
SRR30242279,SRP305758,PRJNA701308,SAMN33758801,NA20905-1_S22_L003_R2_001.fastq.gz,NA20905-1_S22_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20905,3720373007,1.2,0.718086,Similar,s3://human-pangenomics/working/HPRC/NA20905/raw_data/hic/NA20905-1_S22_L003_R2_001.fastq.gz,3.72,NA20905
SRR30242278,SRP305758,PRJNA701308,SAMN33758801,NA20905-1_S22_L004_R2_001.fastq.gz,NA20905-1_S22_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20905,3675576738,1.19,0.765865,Similar,s3://human-pangenomics/working/HPRC/NA20905/raw_data/hic/NA20905-1_S22_L004_R2_001.fastq.gz,3.68,NA20905
SRR30242277,SRP305758,PRJNA701308,SAMN33758801,NA20905-2_S30_L001_R2_001.fastq.gz,NA20905-2_S30_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20905,9452410580,3.05,0.581919,Similar,s3://human-pangenomics/working/HPRC/NA20905/raw_data/hic/NA20905-2_S30_L001_R2_001.fastq.gz,9.45,NA20905
SRR30242276,SRP305758,PRJNA701308,SAMN33758801,NA20905-2_S30_L002_R2_001.fastq.gz,NA20905-2_S30_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20905,10368742664,3.34,0.622021,Similar,s3://human-pangenomics/working/HPRC/NA20905/raw_data/hic/NA20905-2_S30_L002_R2_001.fastq.gz,10.37,NA20905
SRR30242275,SRP305758,PRJNA701308,SAMN33758801,NA20905-2_S30_L003_R2_001.fastq.gz,NA20905-2_S30_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20905,10375607032,3.35,0.588899,Similar,s3://human-pangenomics/working/HPRC/NA20905/raw_data/hic/NA20905-2_S30_L003_R2_001.fastq.gz,10.38,NA20905
SRR30242274,SRP305758,PRJNA701308,SAMN33758801,NA20905-2_S30_L004_R2_001.fastq.gz,NA20905-2_S30_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA20905,10205214056,3.29,0.582213,Similar,s3://human-pangenomics/working/HPRC/NA20905/raw_data/hic/NA20905-2_S30_L004_R2_001.fastq.gz,10.21,NA20905
SRR30310981,SRP305758,PRJNA701308,SAMN41021637,HG00126-1_FC1_S3_L004_R2_001.fastq.gz,HG00126-1_FC1_S3_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00126,23014404072,7.42,0.456062,Similar,s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-1_FC1_S3_L004_R2_001.fastq.gz,23.01,HG00126
SRR30310980,SRP305758,PRJNA701308,SAMN41021637,HG00126-1_FC2_S3_L004_R2_001.fastq.gz,HG00126-1_FC2_S3_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00126,21643319995,6.98,0.494569,Similar,s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-1_FC2_S3_L004_R2_001.fastq.gz,21.64,HG00126
SRR30310819,SRP305758,PRJNA701308,SAMN41021637,HG00126-2_FC1_S4_L004_R2_001.fastq.gz,HG00126-2_FC1_S4_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00126,33281084483,10.74,0.416005,Similar,s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-2_FC1_S4_L004_R2_001.fastq.gz,33.28,HG00126
SRR30310952,SRP305758,PRJNA701308,SAMN41021637,HG00126-2_FC2_S4_L004_R2_001.fastq.gz,HG00126-2_FC2_S4_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00126,31102901178,10.03,0.42042,Similar,s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-2_FC2_S4_L004_R2_001.fastq.gz,31.1,HG00126
SRR30310941,SRP305758,PRJNA701308,SAMN41021641,HG00128-1_FC1_S9_L004_R2_001.fastq.gz,HG00128-1_FC1_S9_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00128,18338855625,5.92,0.461992,Similar,s3://human-pangenomics/working/HPRC/HG00128/raw_data/hic/HG00128-1_FC1_S9_L004_R2_001.fastq.gz,18.34,HG00128
SRR30310906,SRP305758,PRJNA701308,SAMN41021641,HG00128-1_FC2_S9_L004_R2_001.fastq.gz,HG00128-1_FC2_S9_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00128,17480349957,5.64,0.498659,Similar,s3://human-pangenomics/working/HPRC/HG00128/raw_data/hic/HG00128-1_FC2_S9_L004_R2_001.fastq.gz,17.48,HG00128
SRR30310895,SRP305758,PRJNA701308,SAMN41021641,HG00128-2_FC1_S10_L004_R2_001.fastq.gz,HG00128-2_FC1_S10_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00128,17124632311,5.52,0.519285,Similar,s3://human-pangenomics/working/HPRC/HG00128/raw_data/hic/HG00128-2_FC1_S10_L004_R2_001.fastq.gz,17.12,HG00128
SRR30310884,SRP305758,PRJNA701308,SAMN41021641,HG00128-2_FC2_S10_L004_R2_001.fastq.gz,HG00128-2_FC2_S10_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00128,16272984308,5.25,0.558467,Similar,s3://human-pangenomics/working/HPRC/HG00128/raw_data/hic/HG00128-2_FC2_S10_L004_R2_001.fastq.gz,16.27,HG00128
SRR30310849,SRP305758,PRJNA701308,SAMN41021638,HG00133-1_FC1_S5_L004_R2_001.fastq.gz,HG00133-1_FC1_S5_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00133,21805365041,7.03,0.481832,Similar,s3://human-pangenomics/working/HPRC/HG00133/raw_data/hic/HG00133-1_FC1_S5_L004_R2_001.fastq.gz,21.81,HG00133
SRR30310838,SRP305758,PRJNA701308,SAMN41021638,HG00133-1_FC2_S5_L004_R2_001.fastq.gz,HG00133-1_FC2_S5_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00133,20487595742,6.61,0.453404,Similar,s3://human-pangenomics/working/HPRC/HG00133/raw_data/hic/HG00133-1_FC2_S5_L004_R2_001.fastq.gz,20.49,HG00133
SRR30310979,SRP305758,PRJNA701308,SAMN41021638,HG00133-2_FC1_S6_L004_R2_001.fastq.gz,HG00133-2_FC1_S6_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00133,15627199286,5.04,0.513267,Similar,s3://human-pangenomics/working/HPRC/HG00133/raw_data/hic/HG00133-2_FC1_S6_L004_R2_001.fastq.gz,15.63,HG00133
SRR30310968,SRP305758,PRJNA701308,SAMN41021638,HG00133-2_FC2_S6_L004_R2_001.fastq.gz,HG00133-2_FC2_S6_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00133,14710505617,4.75,0.527565,Similar,s3://human-pangenomics/working/HPRC/HG00133/raw_data/hic/HG00133-2_FC2_S6_L004_R2_001.fastq.gz,14.71,HG00133
SRR30310957,SRP305758,PRJNA701308,SAMN41021634,HG00146-1_FC1_S5_L003_R2_001.fastq.gz,HG00146-1_FC1_S5_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00146,26496294197,8.55,0.461355,Similar,s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-1_FC1_S5_L003_R2_001.fastq.gz,26.5,HG00146
SRR30310922,SRP305758,PRJNA701308,SAMN41021634,HG00146-1_FC2_S5_L003_R2_001.fastq.gz,HG00146-1_FC2_S5_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00146,27358753045,8.83,0.476218,Similar,s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-1_FC2_S5_L003_R2_001.fastq.gz,27.36,HG00146
