sample_ID,filetype,filename,path,data_type,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,DeepConsensus_version,study,title,accession,bioproject_accession,biosample_accession,design_description,notes,generator_contact,generator_facility,library_ID,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,total_reads,total_bp,total_Gbp,mean,min,max,N25,N50,N75,quartile_25,quartile_50,quartile_75,ntsm_score,MM_tag,primrose_filename,check,delta,sample_id,working_path,output_name,upload_path
NA18971,bam,m64043_220703_150718-bc1011.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m64043_220703_150718-bc1011.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.3,12.1,NA18971.m64043_220703_150718.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18971/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18971.m64043_220703_150718.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732282,PRJNA701308,SAMN33621961,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA18971_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1539349,31815106412,31.82,20667,62.0,65993.0,18541,20882,23733,17974,20210,22885,,True,,True,35,NA18971-m64043_220703_150718-bc1011.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m64043_220703_150718-bc1011.5mc.hifi_reads.bam,m64043_220703_150718-bc1011.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/NA18971-m64043_220703_150718-bc1011.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/51ca52dc-654b-4d39-97ea-a28c44b8ea3f/m64043_220703_150718-bc1011.fixed_kinetics.hifi_reads.bam
NA20805,bam,m64136_220726_203708-bc1020.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/NA20805/raw_data/PacBio_HiFi/m64136_220726_203708-bc1020.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,12.2,14.02,NA20805.m64136_220726_203708.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA20805/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA20805.m64136_220726_203708.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732281,PRJNA701308,SAMN33621962,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA20805_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1837659,37967752313,37.97,20660,133.0,66827.0,19189,20755,22563,18923,20455,22209,,True,,True,34,NA20805-m64136_220726_203708-bc1020.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/NA20805/raw_data/PacBio_HiFi/m64136_220726_203708-bc1020.5mc.hifi_reads.bam,m64136_220726_203708-bc1020.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/NA20805-m64136_220726_203708-bc1020.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/20630f1d-1a8e-403f-a914-ce683718a790/m64136_220726_203708-bc1020.fixed_kinetics.hifi_reads.bam
HG00140,bam,m64136_220719_122056-bc1018.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/m64136_220719_122056-bc1018.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.9,12.63,HG00140.m64136_220719_122056.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00140/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00140.m64136_220719_122056.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732295,PRJNA701308,SAMN33621941,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00140_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1547133,33866031514,33.87,21889,137.0,73370.0,19047,21631,25828,18518,20699,24213,,True,,True,34,HG00140-m64136_220719_122056-bc1018.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/m64136_220719_122056-bc1018.5mc.hifi_reads.bam,m64136_220719_122056-bc1018.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG00140-m64136_220719_122056-bc1018.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/d3803d1f-e453-4a37-8471-e7bd223ac772/m64136_220719_122056-bc1018.fixed_kinetics.hifi_reads.bam
HG00323,bam,m64136_220712_144943-bc1016.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/m64136_220712_144943-bc1016.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.2,12.3,HG00323.m64136_220712_144943.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00323/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00323.m64136_220712_144943.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732294,PRJNA701308,SAMN33621942,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00323_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1813262,34715893912,34.72,19145,61.0,59292.0,16716,19311,22414,16227,18433,21488,,True,,True,34,HG00323-m64136_220712_144943-bc1016.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/m64136_220712_144943-bc1016.5mc.hifi_reads.bam,m64136_220712_144943-bc1016.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG00323-m64136_220712_144943-bc1016.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/9b95cfec-ed83-4790-ac0e-ca28cf5d5dfa/m64136_220712_144943-bc1016.fixed_kinetics.hifi_reads.bam
HG00408,bam,m64136_211111_194404-bc1002.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00408/raw_data/PacBio_HiFi/m64136_211111_194404-bc1002.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,12.4,14.46,HG00408.m64136_211111_194404.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00408/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00408.m64136_211111_194404.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732283,PRJNA701308,SAMN33621943,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00408_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,2002652,38355055565,38.36,19152,81.0,58108.0,16758,18490,22251,16477,17924,20859,,True,,True,34,HG00408-m64136_211111_194404-bc1002.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00408/raw_data/PacBio_HiFi/m64136_211111_194404-bc1002.5mc.hifi_reads.bam,m64136_211111_194404-bc1002.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG00408-m64136_211111_194404-bc1002.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/22ec4a03-8886-47db-b771-1d1f17c264a7/m64136_211111_194404-bc1002.fixed_kinetics.hifi_reads.bam
HG00597,bam,m64043_211213_155654-bc1021.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_HiFi/m64043_211213_155654-bc1021.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.6,12.94,HG00597.m64043_211213_155654.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00597/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00597.m64043_211213_155654.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732280,PRJNA701308,SAMN33621944,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00597_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1557646,32720246548,32.72,21006,61.0,54955.0,19247,20774,22899,19041,20445,22411,,True,,True,33,HG00597-m64043_211213_155654-bc1021.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_HiFi/m64043_211213_155654-bc1021.5mc.hifi_reads.bam,m64043_211213_155654-bc1021.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG00597-m64043_211213_155654-bc1021.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/c4e8880d-f55c-473e-b544-1c924b0c754e/m64043_211213_155654-bc1021.fixed_kinetics.hifi_reads.bam
HG01261,bam,m64136_211108_160613-bc1001.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m64136_211108_160613-bc1001.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.5,12.55,HG01261.m64136_211108_160613.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01261/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01261.m64136_211108_160613.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732278,PRJNA701308,SAMN33621946,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01261_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1544394,32544026126,32.54,21072,204.0,65223.0,18429,20313,24465,18129,19707,22728,,True,,True,34,HG01261-m64136_211108_160613-bc1001.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m64136_211108_160613-bc1001.5mc.hifi_reads.bam,m64136_211108_160613-bc1001.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG01261-m64136_211108_160613-bc1001.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/99d9009e-03a6-4a3f-ae44-20f905952a90/m64136_211108_160613-bc1001.fixed_kinetics.hifi_reads.bam
HG01975,bam,m64043_211114_112934-bc1003.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211114_112934-bc1003.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.7,13.0,HG01975.m64043_211114_112934.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01975/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01975.m64043_211114_112934.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732277,PRJNA701308,SAMN33621947,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01975_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1841180,36273475358,36.27,19701,142.0,61049.0,17814,19250,21498,17627,18908,20835,,True,,True,34,HG01975-m64043_211114_112934-bc1003.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211114_112934-bc1003.5mc.hifi_reads.bam,m64043_211114_112934-bc1003.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG01975-m64043_211114_112934-bc1003.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/5c07e3a0-4faf-4803-97a3-02ecce5109c2/m64043_211114_112934-bc1003.fixed_kinetics.hifi_reads.bam
HG02056,bam,m64043_220114_181052-bc1009.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_HiFi/m64043_220114_181052-bc1009.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,9.4,10.49,HG02056.m64043_220114_181052.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02056/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02056.m64043_220114_181052.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732275,PRJNA701308,SAMN33621949,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02056_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1407236,29056368441,29.06,20647,276.0,62255.0,18454,20670,24438,17986,19880,23140,,True,,True,34,HG02056-m64043_220114_181052-bc1009.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_HiFi/m64043_220114_181052-bc1009.5mc.hifi_reads.bam,m64043_220114_181052-bc1009.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG02056-m64043_220114_181052-bc1009.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/43fffa05-f26b-4067-aa94-14932feee843/m64043_220114_181052-bc1009.fixed_kinetics.hifi_reads.bam
HG02129,bam,m64136_220426_155627-bc1001.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02129/raw_data/PacBio_HiFi/m64136_220426_155627-bc1001.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,13.5,15.01,HG02129.m64136_220426_155627.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02129/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02129.m64136_220426_155627.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732274,PRJNA701308,SAMN33621950,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02129_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,2179533,42004596679,42.0,19272,61.0,61990.0,17036,19403,21791,16361,18861,21022,,True,,True,33,HG02129-m64136_220426_155627-bc1001.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02129/raw_data/PacBio_HiFi/m64136_220426_155627-bc1001.5mc.hifi_reads.bam,m64136_220426_155627-bc1001.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG02129-m64136_220426_155627-bc1001.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/05efbe55-e952-47e6-8056-d562475cff7f/m64136_220426_155627-bc1001.fixed_kinetics.hifi_reads.bam
HG02155,bam,m64136_220705_120453-bc1012.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_HiFi/m64136_220705_120453-bc1012.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.2,11.3,HG02155.m64136_220705_120453.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02155/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02155.m64136_220705_120453.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732293,PRJNA701308,SAMN33621951,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02155_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1599995,31584932406,31.58,19740,219.0,64074.0,17269,19476,23090,16881,18713,21906,,True,,True,32,HG02155-m64136_220705_120453-bc1012.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_HiFi/m64136_220705_120453-bc1012.5mc.hifi_reads.bam,m64136_220705_120453-bc1012.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG02155-m64136_220705_120453-bc1012.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/0b4610fb-9eb3-4e8d-a636-99f18e39e610/m64136_220705_120453-bc1012.fixed_kinetics.hifi_reads.bam
HG02258,bam,m64043_211219_050421-bc1011.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_HiFi/m64043_211219_050421-bc1011.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.6,13.63,HG02258.m64043_211219_050421.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02258/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02258.m64043_211219_050421.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732292,PRJNA701308,SAMN33621952,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02258_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1746272,36007958539,36.01,20619,203.0,53658.0,18916,20475,22548,18671,20138,22062,,True,,True,34,HG02258-m64043_211219_050421-bc1011.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_HiFi/m64043_211219_050421-bc1011.5mc.hifi_reads.bam,m64043_211219_050421-bc1011.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG02258-m64043_211219_050421-bc1011.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/7ab66eef-27c2-4ef2-85d3-b942856d9b93/m64043_211219_050421-bc1011.fixed_kinetics.hifi_reads.bam
HG02273,bam,m64043_220503_153752-bc1002.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_HiFi/m64043_220503_153752-bc1002.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,14.3,16.11,HG02273.m64043_220503_153752.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02273/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02273.m64043_220503_153752.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732291,PRJNA701308,SAMN33621953,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02273_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,2150606,44366503595,44.37,20629,327.0,67692.0,17766,20967,23999,17297,20076,23036,,True,,True,34,HG02273-m64043_220503_153752-bc1002.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_HiFi/m64043_220503_153752-bc1002.5mc.hifi_reads.bam,m64043_220503_153752-bc1002.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG02273-m64043_220503_153752-bc1002.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/59035e7f-b5f5-4ec3-90fd-8c7f4198cfde/m64043_220503_153752-bc1002.fixed_kinetics.hifi_reads.bam
HG02965,bam,m64043_220719_122051-bc1017.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m64043_220719_122051-bc1017.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,13.5,15.28,HG02965.m64043_220719_122051.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02965/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02965.m64043_220719_122051.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732290,PRJNA701308,SAMN33621954,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02965_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,2016822,41992148990,41.99,20820,61.0,66417.0,18128,20329,24489,17723,19557,22800,,True,,True,33,HG02965-m64043_220719_122051-bc1017.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m64043_220719_122051-bc1017.5mc.hifi_reads.bam,m64043_220719_122051-bc1017.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG02965-m64043_220719_122051-bc1017.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/127a5e2b-007c-414d-b029-77e18cc9e10d/m64043_220719_122051-bc1017.fixed_kinetics.hifi_reads.bam
HG02976,bam,m64043_220619_164635-bc1009.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m64043_220619_164635-bc1009.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,12.0,13.27,HG02976.m64043_220619_164635.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02976/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02976.m64043_220619_164635.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732289,PRJNA701308,SAMN33621955,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1867914,37286464203,37.29,19961,633.0,69085.0,18314,19893,21915,18043,19546,21434,,True,,True,18,HG02976-m64043_220619_164635-bc1009.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m64043_220619_164635-bc1009.5mc.hifi_reads.bam,m64043_220619_164635-bc1009.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG02976-m64043_220619_164635-bc1009.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/c6c6f973-1a50-441d-ab03-f63e4dd03d41/m64043_220619_164635-bc1009.fixed_kinetics.hifi_reads.bam
HG03195,bam,m64136_220619_164654-bc1010.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64136_220619_164654-bc1010.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.3,12.89,HG03195.m64136_220619_164654.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03195/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03195.m64136_220619_164654.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732288,PRJNA701308,SAMN33621956,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03195_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1688750,34900743310,34.9,20666,52.0,64535.0,17895,20471,24342,17464,19472,23096,,True,,True,34,HG03195-m64136_220619_164654-bc1010.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64136_220619_164654-bc1010.5mc.hifi_reads.bam,m64136_220619_164654-bc1010.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG03195-m64136_220619_164654-bc1010.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/8094661d-0389-44a3-997c-c2fb94b75e66/m64136_220619_164654-bc1010.fixed_kinetics.hifi_reads.bam
HG03225,bam,m64043_220518_120044-bc1008.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64043_220518_120044-bc1008.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.6,12.28,HG03225.m64043_220518_120044.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03225/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03225.m64043_220518_120044.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732287,PRJNA701308,SAMN33621957,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03225_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1532258,32725639816,32.73,21357,188.0,64236.0,19060,21306,24500,18611,20634,23516,,True,,True,33,HG03225-m64043_220518_120044-bc1008.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64043_220518_120044-bc1008.5mc.hifi_reads.bam,m64043_220518_120044-bc1008.fixed_kinetics.hifi_reads.bam,/private/groups/hprc/human-pangenomics/r2-limma-patch/trim_hifi_barcode_kinetics/HG03225-m64043_220518_120044-bc1008.5mc.hifi_reads.bam/analysis/trim_hifi_kinetics_outputs/e5a89447-39f0-4ef4-b45d-0598a9ebbcb5/m64043_220518_120044-bc1008.fixed_kinetics.hifi_reads.bam
