path,sample_id,total_reads,filename,title,study,bioproject_accession,accession,biosample_accession,library_id,data_type,filetype,cell_type,generator_facility,production,iso_filename,platform_unit_1,platform_unit_2,barcode,basecalling_version,platform,instrument_model,iso_library_id,ccs_algorithm,pbtrim_version,jasmine_version,lima_version,refine_version,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,design_description,polymerase_version,seq_plate_chemistry_version,pool,ntsm_score,similarity,check-flnc reads,generator_contact
s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_Kinnex/NA18879.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam,NA18879,12084927,NA18879.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA18879.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-5.bam,m84203_240914_042802_s4,m84203_240914_022843_s3,bc05,5,PACBIO,REVIO,HPRC_Kinnex_Pool14,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool014,0.16132,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00253/raw_data/PacBio_Kinnex/HG00253.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1.flnc.bam,HG00253,12525697,HG00253.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00253.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-6.bam,m84203_241028_200231_s4,m84203_241028_220156_s1,bc06,5,PACBIO,REVIO,HPRC_Kinnex_Pool16,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool016,0.198226,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA20809/raw_data/PacBio_Kinnex/NA20809.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1.flnc.bam,NA20809,19769387,NA20809.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA20809.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-8.bam,m84203_241028_200231_s4,m84203_241028_220156_s1,bc08,5,PACBIO,REVIO,HPRC_Kinnex_Pool16,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool016,0.215003,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA18967/raw_data/PacBio_Kinnex/NA18967.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4.flnc.bam,NA18967,12677755,NA18967.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA18967.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-4.bam,m84203_241030_015357_s1,m84203_241029_235436_s4,bc04,5,PACBIO,REVIO,HPRC_Kinnex_Pool18,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool018,0.167323,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA19835/raw_data/PacBio_Kinnex/NA19835.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1.flnc.bam,NA19835,15652847,NA19835.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19835.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-8.bam,m84091_241028_180302_s2,m84091_241028_160334_s1,bc08,5,PACBIO,REVIO,HPRC_Kinnex_Pool20,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool020,0.192719,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00235/raw_data/PacBio_Kinnex/HG00235.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,HG00235,14280975,HG00235.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00235.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-1.bam,m84203_241023_010712_s4,m84203_241023_030638_s1,bc01,5,PACBIO,REVIO,HPRC_Kinnex_Pool21,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool021,0.189783,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_Kinnex/HG03369.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,HG03369,13902428,HG03369.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03369.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-2.bam,m84203_241023_010712_s4,m84203_241023_030638_s1,bc02,5,PACBIO,REVIO,HPRC_Kinnex_Pool21,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool021,0.190931,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA18565/raw_data/PacBio_Kinnex/NA18565.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,NA18565,14672154,NA18565.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA18565.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-3.bam,m84203_241023_010712_s4,m84203_241023_030638_s1,bc03,5,PACBIO,REVIO,HPRC_Kinnex_Pool21,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool021,0.189897,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA21102/raw_data/PacBio_Kinnex/NA21102.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,NA21102,16952868,NA21102.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA21102.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-4.bam,m84203_241023_010712_s4,m84203_241023_030638_s1,bc04,5,PACBIO,REVIO,HPRC_Kinnex_Pool21,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool021,0.188387,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_Kinnex/HG01167.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,HG01167,16985450,HG01167.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG01167.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-6.bam,m84203_241023_010712_s4,m84203_241023_030638_s1,bc06,5,PACBIO,REVIO,HPRC_Kinnex_Pool21,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool021,0.212495,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00099/raw_data/PacBio_Kinnex/HG00099.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,HG00099,19956012,HG00099.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00099.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-7.bam,m84081_240722_230051_s3,m84081_240723_010018_s4,bc07,5,PACBIO,REVIO,HPRC_Kinnex_Pool_15,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool15,0.163701,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_Kinnex/HG00126.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,HG00126,16747362,HG00126.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00126.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-3.bam,m84081_240728_071012_s1,m84081_240728_051033_s2,bc03,5,PACBIO,REVIO,HPRC_Kinnex_Pool_19,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool19,0.167472,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00128/raw_data/PacBio_Kinnex/HG00128.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,HG00128,13721123,HG00128.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00128.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-3.bam,m84081_240728_110915_s4,m84081_240728_090940_s3,bc07,5,PACBIO,REVIO,HPRC_Kinnex_Pool_20,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool20,0.179282,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00133/raw_data/PacBio_Kinnex/HG00133.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,HG00133,16117026,HG00133.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00133.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-4.bam,m84081_240728_071012_s1,m84081_240728_051033_s2,bc04,5,PACBIO,REVIO,HPRC_Kinnex_Pool_19,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool19,0.163925,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_Kinnex/HG00140.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,HG00140,21434086,HG00140.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00140.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240726_211757_s1,m84081_240726_191837_s2,bc06,5,PACBIO,REVIO,HPRC_Kinnex_Pool_14,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool14,0.169169,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00146/raw_data/PacBio_Kinnex/HG00146.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,HG00146,18071802,HG00146.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00146.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-8.bam,m84081_240728_071012_s1,m84081_240728_051033_s2,bc12,5,PACBIO,REVIO,HPRC_Kinnex_Pool_19,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool19,0.173507,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_Kinnex/HG00232.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,HG00232,20080345,HG00232.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00232.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240728_071012_s1,m84081_240728_051033_s2,bc01,5,PACBIO,REVIO,HPRC_Kinnex_Pool_19,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool19,0.176092,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_Kinnex/HG00280.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,HG00280,17784599,HG00280.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00280.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-8.bam,m84081_240722_230051_s3,m84081_240723_010018_s4,bc08,5,PACBIO,REVIO,HPRC_Kinnex_Pool_15,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool15,0.162958,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00290/raw_data/PacBio_Kinnex/HG00290.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,HG00290,18955455,HG00290.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00290.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240728_110915_s4,m84081_240728_090940_s3,bc05,5,PACBIO,REVIO,HPRC_Kinnex_Pool_20,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool20,0.176903,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00320/raw_data/PacBio_Kinnex/HG00320.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,HG00320,15670854,HG00320.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00320.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-6.bam,m84081_240728_071012_s1,m84081_240728_051033_s2,bc10,5,PACBIO,REVIO,HPRC_Kinnex_Pool_19,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool19,0.171093,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00321/raw_data/PacBio_Kinnex/HG00321.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,HG00321,20295363,HG00321.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00321.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240728_071012_s1,m84081_240728_051033_s2,bc02,5,PACBIO,REVIO,HPRC_Kinnex_Pool_19,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool19,0.172274,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_Kinnex/HG00323.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,HG00323,12099649,HG00323.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00323.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-3.bam,m84081_240726_211757_s1,m84081_240726_191837_s2,bc07,5,PACBIO,REVIO,HPRC_Kinnex_Pool_14,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool14,0.166905,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00408/raw_data/PacBio_Kinnex/HG00408.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,HG00408,21778143,HG00408.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00408.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240719_183458_s2,m84081_240719_203427_s1,bc02,5,PACBIO,REVIO,HPRC_Kinnex_Pool_9,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool9,0.148935,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_Kinnex/HG00544.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,HG00544,16109300,HG00544.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00544.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240712_233953_s3,m84081_240714_053249_s2,bc01,5,PACBIO,REVIO,HPRC_Kinnex_Pool_3,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool3,0.1401,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00558/raw_data/PacBio_Kinnex/HG00558.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,HG00558,12646912,HG00558.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00558.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-7.bam,m84081_240721_062628_s1,m84081_240721_042704_s2,bc11,5,PACBIO,REVIO,HPRC_Kinnex_Pool_11,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool11,0.150622,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_Kinnex/HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,HG00597,20552427,HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240715_195907_s2,m84081_240715_215836_s1,bc01,5,PACBIO,REVIO,HPRC_Kinnex_Pool_6,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool6,0.153118,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00609/raw_data/PacBio_Kinnex/HG00609.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,HG00609,22317518,HG00609.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00609.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240715_195907_s2,m84081_240715_215836_s1,bc02,5,PACBIO,REVIO,HPRC_Kinnex_Pool_6,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool6,0.142924,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_Kinnex/HG00639.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,HG00639,18042426,HG00639.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00639.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240719_223349_s3,m84081_240720_003316_s4,bc01,5,PACBIO,REVIO,HPRC_Kinnex_Pool_10,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool10,0.169262,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_Kinnex/HG00642.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,HG00642,22234824,HG00642.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00642.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2,bam,unaligned reads,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240712_233953_s3,m84081_240714_053249_s2,bc02,5,PACBIO,REVIO,HPRC_Kinnex_Pool_3,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool3,0.173299,1,TRUE,iviolich@ucsc.edu
