sample_ID,filetype,filename,path,data_type,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,DeepConsensus_version,study,title,accession,bioproject_accession,biosample_accession,design_description,notes,generator_contact,generator_facility,library_ID,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,total_reads,total_bp,total_Gbp,mean,min,max,N25,N50,N75,quartile_25,quartile_50,quartile_75,ntsm_score,MM_tag,primrose_filename,check,delta
HG02258,bam,m64043_211219_050421-bc1011.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_HiFi/m64043_211219_050421-bc1011.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.6,13.63,HG02258.m64043_211219_050421.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02258/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02258.m64043_211219_050421.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732292,PRJNA701308,SAMN33621952,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02258_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1746272,36007958539,36.01,20619,203.0,53658.0,18916,20475,22548,18671,20138,22062,,True,,True,34
HG02273,bam,m64043_220503_153752-bc1002.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_HiFi/m64043_220503_153752-bc1002.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,14.3,16.11,HG02273.m64043_220503_153752.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02273/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02273.m64043_220503_153752.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732291,PRJNA701308,SAMN33621953,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02273_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,2150606,44366503595,44.37,20629,327.0,67692.0,17766,20967,23999,17297,20076,23036,,True,,True,34
HG02965,bam,m64043_220719_122051-bc1017.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m64043_220719_122051-bc1017.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,13.5,15.28,HG02965.m64043_220719_122051.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02965/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02965.m64043_220719_122051.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732290,PRJNA701308,SAMN33621954,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02965_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,2016822,41992148990,41.99,20820,61.0,66417.0,18128,20329,24489,17723,19557,22800,,True,,True,33
HG02976,bam,m64043_220619_164635-bc1009.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m64043_220619_164635-bc1009.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,12.0,13.27,HG02976.m64043_220619_164635.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02976/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02976.m64043_220619_164635.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732289,PRJNA701308,SAMN33621955,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1867914,37286464203,37.29,19961,633.0,69085.0,18314,19893,21915,18043,19546,21434,,True,,True,18
HG03195,bam,m64136_220619_164654-bc1010.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64136_220619_164654-bc1010.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.3,12.89,HG03195.m64136_220619_164654.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03195/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03195.m64136_220619_164654.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732288,PRJNA701308,SAMN33621956,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03195_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1688750,34900743310,34.9,20666,52.0,64535.0,17895,20471,24342,17464,19472,23096,,True,,True,34
HG03225,bam,m64043_220518_120044-bc1008.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64043_220518_120044-bc1008.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.6,12.28,HG03225.m64043_220518_120044.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03225/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03225.m64043_220518_120044.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732287,PRJNA701308,SAMN33621957,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03225_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1532258,32725639816,32.73,21357,188.0,64236.0,19060,21306,24500,18611,20634,23516,,True,,True,33
HG03834,bam,m64043_220109_060731-bc1012.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03834/raw_data/PacBio_HiFi/m64043_220109_060731-bc1012.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,13.0,14.47,HG03834.m64043_220109_060731.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03834/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03834.m64043_220109_060731.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732286,PRJNA701308,SAMN33621958,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03834_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1927254,40253924320,40.25,20886,365.0,58988.0,19083,20657,22877,18844,20303,22326,,True,,True,34
NA18971,bam,m64043_220705_120954-bc1011.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m64043_220705_120954-bc1011.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.2,12.3,NA18971.m64043_220705_120954.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18971/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18971.m64043_220705_120954.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732282,PRJNA701308,SAMN33621961,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA18971_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1663617,34591963353,34.59,20793,249.0,65996.0,18634,21002,23888,18069,20318,23028,,True,,True,33
NA20805,bam,m64136_220730_113921-bc1020.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/NA20805/raw_data/PacBio_HiFi/m64136_220730_113921-bc1020.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,13.3,14.77,NA20805.m64136_220730_113921.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA20805/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA20805.m64136_220730_113921.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732281,PRJNA701308,SAMN33621962,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA20805_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1986077,41078853991,41.08,20683,61.0,72987.0,19203,20770,22581,18939,20471,22226,,True,,True,34
HG00140,bam,m64136_220717_152248-bc1018.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/m64136_220717_152248-bc1018.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.0,12.64,HG00140.m64136_220717_152248.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00140/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00140.m64136_220717_152248.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732295,PRJNA701308,SAMN33621941,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00140_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1550035,34068521767,34.07,21979,51.0,68045.0,19100,21722,25987,18559,20771,24336,,True,,True,34
HG00323,bam,m64043_220728_173215-bc1016.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/m64043_220728_173215-bc1016.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,2.2,2.43,HG00140.m64043_220728_173215.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00323/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00323.m64043_220728_173215.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732294,PRJNA701308,SAMN33621942,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00323_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,316229,6741622889,6.74,21318,62.0,51718.0,19395,21416,23864,18987,20930,23238,,True,,True,34
HG00408,bam,m64136_211113_063830-bc1002.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00408/raw_data/PacBio_HiFi/m64136_211113_063830-bc1002.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,12.5,14.31,HG00408.m64136_211113_063830.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00408/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00408.m64136_211113_063830.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732283,PRJNA701308,SAMN33621943,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00408_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,2008291,38660030224,38.66,19250,124.0,59031.0,16802,18580,22446,16510,17982,21042,,True,,True,34
HG00597,bam,m64043_211222_184851-bc1021.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_HiFi/m64043_211222_184851-bc1021.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,4.3,4.84,HG01261.m64043_211222_184851.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00597/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00597.m64043_211222_184851.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732280,PRJNA701308,SAMN33621944,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00597_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,849916,13455521650,13.46,15831,124.0,38317.0,15074,15865,16687,15003,15777,16605,,True,,True,34
HG01261,bam,m64136_211105_181124-bc1001.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m64136_211105_181124-bc1001.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,9.7,12.33,HG01261.m64136_211105_181124.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01261/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01261.m64136_211105_181124.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732278,PRJNA701308,SAMN33621946,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01261_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1438147,30182743796,30.18,20987,986.0,58704.0,18395,20237,24263,18104,19655,22562,,True,,True,34
HG01975,bam,m64043_211222_184851-bc1003.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211222_184851-bc1003.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,1.9,2.14,HG01261.m64043_211222_184851.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01975/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01975.m64043_211222_184851.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732277,PRJNA701308,SAMN33621947,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01975_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,295158,5813671901,5.81,19696,811.0,67517.0,17814,19237,21478,17631,18899,20818,,True,,True,34
HG02015,bam,m64043_210901_164337-bc1022.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02015/raw_data/PacBio_HiFi/m64043_210901_164337-bc1022.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,18.8,11.95,HG02015.m64043_210901_164337.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02015/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02015.m64043_210901_164337.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732276,PRJNA701308,SAMN33621948,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02015_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,3075646,58139125879,58.14,18903,51.0,373990.0,16510,18970,22812,15928,17686,21174,,True,,True,18
HG02056,bam,m64136_211120_043838-bc1009.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_HiFi/m64136_211120_043838-bc1009.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,8.8,11.3,HG02056.m64136_211120_043838.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02056/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02056.m64136_211120_043838.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732275,PRJNA701308,SAMN33621949,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02056_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1369700,27141258277,27.14,19815,116.0,50015.0,18068,19682,22217,17748,19225,21357,,True,,True,34
HG02129,bam,m64136_220422_181133-bc1001.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02129/raw_data/PacBio_HiFi/m64136_220422_181133-bc1001.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,12.0,13.97,HG02129.m64136_220422_181133.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02129/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02129.m64136_220422_181133.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732274,PRJNA701308,SAMN33621950,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02129_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1943961,37306593554,37.31,19191,139.0,65275.0,16939,19334,21674,16313,18805,20933,,True,,True,28
HG02155,bam,m64136_220701_181202-bc1012.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_HiFi/m64136_220701_181202-bc1012.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.1,13.02,HG02155.m64136_220701_181202.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02155/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02155.m64136_220701_181202.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732293,PRJNA701308,SAMN33621951,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02155_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1746882,34332255688,34.33,19653,69.0,63056.0,17224,19369,22944,16848,18635,21767,,True,,True,36
HG02258,bam,m64043_211220_160211-bc1011.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_HiFi/m64043_211220_160211-bc1011.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,12.9,14.84,HG02258.m64043_211220_160211.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02258/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02258.m64043_211220_160211.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732292,PRJNA701308,SAMN33621952,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02258_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1948134,40089424862,40.09,20578,100.0,50640.0,18894,20440,22488,18651,20107,22012,,True,,True,34
HG02273,bam,m64043_220501_041051-bc1002.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_HiFi/m64043_220501_041051-bc1002.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,12.6,14.28,HG02273.m64043_220501_041051.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02273/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02273.m64043_220501_041051.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732291,PRJNA701308,SAMN33621953,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02273_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1904184,39207885275,39.21,20590,139.0,60518.0,17739,20923,23937,17281,20032,22984,,True,,True,34
HG02965,bam,m64043_220717_152237-bc1017.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m64043_220717_152237-bc1017.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,12.9,15.06,HG02965.m64043_220717_152237.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02965/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02965.m64043_220717_152237.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732290,PRJNA701308,SAMN33621954,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02965_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1934110,40119820394,40.12,20743,61.0,67060.0,18087,20257,24333,17692,19502,22679,,True,,True,31
HG02976,bam,m64043_220726_203720-bc1009.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m64043_220726_203720-bc1009.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,4.9,5.39,HG03195.m64043_220726_203720.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02976/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02976.m64043_220726_203720.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732289,PRJNA701308,SAMN33621955,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,755542,15045982932,15.05,19914,205.0,57617.0,18278,19846,21842,18011,19503,21372,,True,,True,36
HG03195,bam,m64136_220621_134558-bc1010.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64136_220621_134558-bc1010.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.6,12.08,HG03195.m64136_220621_134558.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03195/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03195.m64136_220621_134558.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732288,PRJNA701308,SAMN33621956,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03195_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1572497,32834403528,32.83,20880,139.0,69884.0,18042,20781,24628,17587,19710,23384,,True,,True,34
HG03225,bam,m64043_220726_203720-bc1008.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64043_220726_203720-bc1008.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,7.7,8.55,HG03195.m64043_220726_203720.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03225/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03225.m64043_220726_203720.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732287,PRJNA701308,SAMN33621957,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03225_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1187476,23862784465,23.86,20095,521.0,59173.0,18363,20023,22169,18057,19643,21619,,True,,True,35
HG03834,bam,m64043_220110_170603-bc1012.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03834/raw_data/PacBio_HiFi/m64043_220110_170603-bc1012.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,12.4,13.97,HG03834.m64043_220110_170603.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03834/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03834.m64043_220110_170603.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732286,PRJNA701308,SAMN33621958,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03834_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1841790,38424503061,38.42,20862,124.0,62573.0,19071,20638,22829,18833,20288,22289,,True,,True,34
NA18971,bam,m64043_220728_173215-bc1011.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m64043_220728_173215-bc1011.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,4.0,4.33,HG00140.m64043_220728_173215.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18971/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18971.m64043_220728_173215.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732282,PRJNA701308,SAMN33621961,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA18971_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,767828,12335160946,12.34,16065,123.0,41182.0,14925,16155,17514,14712,15923,17251,,True,,True,34
