sample_id,filetype,filename,path,data_type,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,basecaller,basecaller_version,study,accession,bioproject_accession,biosample_accession,design_description,notes,generator_contact,generator_facility,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,total_reads,total_bp,total_gbp,mean,min,max,n25,n50,n75,quartile_25,quartile_50,quartile_75,ntsm_score,mm_tag,primrose_filename,mm_review,mm_remove,lima_version,lima_float_version
HG02717,bam,m64043_200407_002219.ccs.bam,s3://human-pangenomics/working/HPRC/HG02717/raw_data/PacBio_HiFi/m64043_200407_002219.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,11.2,13.66,HG02717.m64043_200407_002219.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02717/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02717.m64043_200407_002219.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684388,PRJNA701308,SAMN17861666,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02717_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,2024928,34814542915,34.81,17192,45,46041,15201,16818,19702,14920,16320,18637,,FALSE,,FALSE,FALSE,,
HG02717,bam,m64043_200405_180950.ccs.bam,s3://human-pangenomics/working/HPRC/HG02717/raw_data/PacBio_HiFi/m64043_200405_180950.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,11.1,13.51,HG02717.m64043_200405_180950.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02717/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02717.m64043_200405_180950.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684388,PRJNA701308,SAMN17861666,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02717_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,2001329,34324816343,34.32,17151,46,49958,15188,16776,19595,14913,16294,18565,,FALSE,,FALSE,FALSE,,
HG02717,bam,m64043_200403_163826.ccs.bam,s3://human-pangenomics/working/HPRC/HG02717/raw_data/PacBio_HiFi/m64043_200403_163826.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,11.7,14.04,HG02717.m64043_200403_163826.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02717/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02717.m64043_200403_163826.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684388,PRJNA701308,SAMN17861666,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02717_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,2131662,36342520970,36.34,17048,48,49781,15108,16669,19437,14838,16196,18413,,FALSE,,FALSE,FALSE,,
HG02723,bam,m84039_230316_193003_s2.hifi_reads.bc2012.bam,s3://human-pangenomics/submissions/548dd68a-3e67-44a6-8b39-954b7a8eb835--HPRC_REVIO_EA_2023/bc2012-HG02723/m84039_230316_193003_s2.hifi_reads.bc2012.bam,unaligned reads,HPRC_REVIO_EA_2023,9.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP320775,,PRJNA731524,,HiFi sequencing of 20kb fractionated gDNA,,iviolich@ucsc.edu,PacBio,,WGS,GENOMIC,,,,,PACBIO_SMRT,Revio,,,1641284,30255206552,30.26,18433,154,66904,15854,19360,23500,14518,17786,21666,0.575707,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02723,bam,m84039_230314_213047_s2.hifi_reads.bc2012.bam,s3://human-pangenomics/submissions/548dd68a-3e67-44a6-8b39-954b7a8eb835--HPRC_REVIO_EA_2023/bc2012-HG02723/m84039_230314_213047_s2.hifi_reads.bc2012.bam,unaligned reads,HPRC_REVIO_EA_2023,8.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP320775,,PRJNA731524,,HiFi sequencing of 20kb fractionated gDNA,,iviolich@ucsc.edu,PacBio,,WGS,GENOMIC,,,,,PACBIO_SMRT,Revio,,,1551531,27656676704,27.66,17825,238,62533,15310,18681,22681,14046,17169,20899,0.62086,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02723,bam,m84039_230303_012244_s3.hifi_reads.bc2012.bam,s3://human-pangenomics/submissions/548dd68a-3e67-44a6-8b39-954b7a8eb835--HPRC_REVIO_EA_2023/bc2012-HG02723/m84039_230303_012244_s3.hifi_reads.bc2012.bam,unaligned reads,HPRC_REVIO_EA_2023,7.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP320775,,PRJNA731524,,HiFi sequencing of 20kb fractionated gDNA,,iviolich@ucsc.edu,PacBio,,WGS,GENOMIC,,,,,PACBIO_SMRT,Revio,,,1383501,24058074903,24.06,17389,102,54893,14916,18219,22148,13680,16719,20395,0.574596,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02723,bam,m84036_230317_175945_s2.hifi_reads.bc2012.bam,s3://human-pangenomics/submissions/548dd68a-3e67-44a6-8b39-954b7a8eb835--HPRC_REVIO_EA_2023/bc2012-HG02723/m84036_230317_175945_s2.hifi_reads.bc2012.bam,unaligned reads,HPRC_REVIO_EA_2023,9.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP320775,,PRJNA731524,,HiFi sequencing of 20kb fractionated gDNA,,iviolich@ucsc.edu,PacBio,,WGS,GENOMIC,,,,,PACBIO_SMRT,Revio,,,1660834,30384688058,30.38,18294,122,76379,15721,19218,23346,14389,17630,21521,0.581722,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02735,bam,m64076_211209_102926-bc1002.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m64076_211209_102926-bc1002.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,11.9,13.26,HG02735.m64076_211209_102926.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02735/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02735.m64076_211209_102926.dc.q20.fastq.gz,6.2.0,ccs,6.2.0,SRP305758,SRR23922665,PRJNA701308,SAMN33758787,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02735.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,1869576,36782283250,36.78,19674,59,59898,17062,19856,23486,16411,18859,22198,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG02735,bam,m54329U_211209_115915-bc1002.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m54329U_211209_115915-bc1002.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,10.5,11.59,HG02735.m54329U_211209_115915.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02735/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02735.m54329U_211209_115915.dc.q20.fastq.gz,6.2.0,ccs,6.2.0,SRP305758,SRR23922665,PRJNA701308,SAMN33758787,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02735.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,1654923,32462661287,32.46,19615,53,62313,17011,19773,23407,16371,18792,22115,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG02735,bam,m54329U_211204_121716-bc1002.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m54329U_211204_121716-bc1002.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,10.2,12.05,HG02735.m54329U_211204_121716.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02735/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02735.m54329U_211204_121716.dc.q20.fastq.gz,6.2.0,ccs,6.2.0,SRP305758,SRR23922665,PRJNA701308,SAMN33758787,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02735.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,1624922,31721863148,31.72,19522,55,57951,16940,19656,23239,16317,18697,21974,,TRUE,,TRUE,FALSE,2.5.0,2.05
HG02735,bam,m54329U_211109_002533-bc1002.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m54329U_211109_002533-bc1002.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,3.8,4.7,HG02735.m54329U_211109_002533.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02735/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02735.m54329U_211109_002533.dc.q20.fastq.gz,6.2.0,ccs,6.2.0,SRP305758,SRR23922666,PRJNA701308,SAMN33758787,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02735_SRE.HFSS,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,611305,11815933021,11.82,19329,120,55937,16796,19279,22705,16296,18426,21500,,TRUE,,TRUE,FALSE,2.5.0,2.05
HG02735,bam,m84046_230711_230656_s2.hifi_reads.bc2062.bam,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230711_230656_s2.hifi_reads.bc2062.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,6.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483202,PRJNA701308,SAMN33758787,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02735.HFSS_m84046_230711_230656_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1000841,19620926536,19.62,19604,131,58940,17067,19632,23110,16508,18748,21880,0.610144,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02735,bam,m84046_230707_192442_s1.hifi_reads.bc2062.bam,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.bc2062.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,2.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483201,PRJNA701308,SAMN33758787,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02735.HFSS_m84046_230707_192442_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,450494,8797263927,8.8,19528,121,57257,17018,19561,22975,16472,18685,21775,0.663087,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02735,bam,m84046_230703_225306_s4.hifi_reads.bc2062.bam,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230703_225306_s4.hifi_reads.bc2062.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,2.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483204,PRJNA701308,SAMN33758787,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02735.HFSS_m84046_230703_225306_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,407052,7992405067,7.99,19634,80,68232,17093,19661,23147,16531,18772,21903,0.682894,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02735,bam,m84046_230628_175536_s3.hifi_reads.bc2062.bam,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.bc2062.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,11.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483203,PRJNA701308,SAMN33758787,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02735.HFSS_m84046_230628_175536_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1769118,35078406524,35.08,19828,117,58136,17223,19884,23464,16632,18951,22183,0.547442,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02738,bam,m64076_210718_085619.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210718_085619.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,7.4,9.97,HG02738.m64076_210718_085619.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02738.m64076_210718_085619.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR18158588,PRJNA701308,SAMN26267396,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02738.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,1236481,23081037343,23.08,18666,696,51144,16283,18766,22057,15727,17909,20907,,TRUE,m64076_210718_085619.5mc.hifi_reads.bam,FALSE,FALSE,,
HG02738,bam,m64076_210714_200553.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210714_200553.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,7.8,9.52,HG02738.m64076_210714_200553.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02738.m64076_210714_200553.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR18158588,PRJNA701308,SAMN26267396,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02738.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,1274956,24174029510,24.17,18960,256,62028,16478,19100,22533,15879,18180,21325,,TRUE,m64076_210714_200553.5mc.hifi_reads.bam,FALSE,FALSE,,
HG02738,bam,m64076_210711_102225.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210711_102225.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,8.1,10.42,HG02738.m64076_210711_102225.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02738.m64076_210711_102225.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR18158588,PRJNA701308,SAMN26267396,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02738.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,1324061,24958517767,24.96,18849,135,52901,16403,18981,22357,15824,18082,21176,,TRUE,m64076_210711_102225.5mc.hifi_reads.bam,FALSE,FALSE,,
HG02738,bam,m64076_210706_214544.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210706_214544.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,7.2,8.97,HG02738.m64076_210706_214544.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02738.m64076_210706_214544.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR18158588,PRJNA701308,SAMN26267396,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02738.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,1190157,22457209908,22.46,18869,159,56090,16413,18995,22389,15831,18094,21198,,TRUE,m64076_210706_214544.5mc.hifi_reads.bam,FALSE,FALSE,,
HG02738,bam,m84046_230628_182559_s4.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m84046_230628_182559_s4.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,11.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483189,PRJNA701308,SAMN26267396,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02738.HFSS_m84046_230628_182559_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1962110,36782838182,36.78,18746,267,53905,16333,18868,22206,15759,17990,21044,0.578679,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02738,bam,m84046_230623_213746_s2.hifi_reads.default.bam,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m84046_230623_213746_s2.hifi_reads.default.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,15.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483190,PRJNA701308,SAMN26267396,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02738.HFSS_m84046_230623_213746_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2641558,49064316698,49.06,18574,217,57240,16217,18680,21920,15671,17839,20803,0.563368,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02809,bam,m64043_210728_163353.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m64043_210728_163353.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2,10.2,11.72,HG02809.m64043_210728_163353.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210728_163353.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR18189651,PRJNA701308,SAMN26237510,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02809_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1496989,31703994871,31.7,21178,111,60391,18029,21588,25022,17406,20602,23832,,TRUE,m64043_210728_163353.5mc.hifi_reads.bam,FALSE,FALSE,,
HG02809,bam,m64043_210726_163819.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m64043_210726_163819.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2,7.9,9.19,HG02809.m64043_210726_163819.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210726_163819.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR18189651,PRJNA701308,SAMN26237510,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02809_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1142800,24556655893,24.56,21488,111,63495,18360,21931,25380,17624,20956,24189,,TRUE,m64043_210726_163819.5mc.hifi_reads.bam,FALSE,FALSE,,
HG02809,bam,m64043_210725_053930.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m64043_210725_053930.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2,9.2,10.95,HG02809.m64043_210725_053930.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210725_053930.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR18189651,PRJNA701308,SAMN26237510,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02809_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1329702,28581238388,28.58,21494,187,64323,18342,21941,25421,17612,20949,24207,,TRUE,m64043_210725_053930.5mc.hifi_reads.bam,FALSE,FALSE,,
HG02809,bam,m64043_210723_184340.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m64043_210723_184340.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2,9.4,11.73,HG02809.m64043_210723_184340.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210723_184340.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR18189651,PRJNA701308,SAMN26237510,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02809_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1428112,29214139102,29.21,20456,111,63434,17476,20753,24073,17008,19683,22941,,TRUE,m64043_210723_184340.5mc.hifi_reads.bam,FALSE,FALSE,,
HG02809,bam,m84081_231117_204232_s3.hifi_reads.bc2089.bam,s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2089.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,10.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545936,PRJNA701308,SAMN26237510,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02809_lib1_m84081_231117_204232_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1405473,33718334951,33.72,23990,180,74661,21588,24689,28609,20695,23594,27285,0.551268,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02809,bam,m84081_231117_201125_s2.hifi_reads.bc2089.bam,s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2089.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,10,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545937,PRJNA701308,SAMN26237510,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02809_lib1_m84081_231117_201125_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1309400,31123373445,31.12,23769,141,72778,21483,24540,28403,20569,23444,27091,0.547127,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02809,bam,m84081_231117_193129_s1.hifi_reads.bc2089.bam,s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2089.bam,unaligned reads,WUSTL_HPRC_HiFi_Year2_TopUp,10,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30545938,PRJNA701308,SAMN26237510,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02809_lib1_m84081_231117_193129_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1304855,30957915695,30.96,23725,158,67253,21459,24506,28365,20543,23412,27051,0.549241,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02841,bam,m64334e_220321_180258.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m64334e_220321_180258.5mc.hifi_reads.bam,unaligned reads,RU_Y3,10.2,11.7,HG02841.m64334e_220321_180258.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02841/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02841.m64334e_220321_180258.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR30151971,PRJNA701308,SAMN37797106,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG02841_PB1_m64334e_220321_180258_m64334e_220321_180258,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,1947398,31549601858,31.55,16200,111,53376,14048,16357,19398,13472,15513,18265,,TRUE,,FALSE,FALSE,,
HG02841,bam,m64330e_220407_180519.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m64330e_220407_180519.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam,unaligned reads,RU_Y3,2.9,3.26,HG02841.m64330e_220407_180519.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02841/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02841.m64330e_220407_180519.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR30151970,PRJNA701308,SAMN37797106,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG02841_PB1_m64330e_220407_180519_m64330e_220407_180519,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,556026,9018445903,9.02,16219,65,47984,14039,16463,19604,13397,15543,18406,,TRUE,,TRUE,TRUE,2.1.0,2.01
