DeepConsensus_version,MM_tag,N25,N50,N75,accession,bioproject_accession,biosample_accession,ccs_algorithm,coverage,data_type,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,library_ID,library_layout,library_selection,library_source,library_strategy,max,mean,min,notes,ntsm_score,path,platform,polymerase_version,production,quartile_25,quartile_50,quartile_75,sample_ID,seq_plate_chemistry_version,shear_method,size_selection,study,title,total_Gbp,total_bp,total_reads,deepconsensus_file,deepconsensus_path,deepconsensus_coverage
,1.0,18704,22598,27683,SRR30151947,PRJNA701308,SAMN37797094,6.0.0,5.8,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m54306Ue_220927_182256.demultiplex.bc1018--bc1018.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,NA20799_PB1_m54306Ue_220927_182256_m54306Ue_220927_182256,single,size fractionation,GENOMIC,WGS,51136.0,22156,774.0,,,s3://human-pangenomics/working/HPRC/NA20799/raw_data/PacBio_HiFi/primrose/m54306Ue_220927_182256.demultiplex.bc1018--bc1018.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,17614,20895,25431,NA20799,C2,Megaruptor 3,Pippin HT,SRP305758,,17.95,17947625220,810053,,,
,1.0,16326,18388,21348,SRR30151945,PRJNA701308,SAMN37797099,6.0.0,15.2,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64055e_220915_170505.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG01530_PB1_m64055e_220915_170505_m64055e_220915_170505,single,size fractionation,GENOMIC,WGS,50604.0,18528,282.0,,,s3://human-pangenomics/working/HPRC/HG01530/raw_data/PacBio_HiFi/primrose/m64055e_220915_170505.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,15897,17719,20321,HG01530,C2,Megaruptor 3,Pippin HT,SRP305758,,47.23,47227190614,2548955,HG01530.m64055e_220915_170505.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01530/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01530.m64055e_220915_170505.dc.q20.fastq.gz,16.9
,1.0,16427,18530,21529,SRR30151944,PRJNA701308,SAMN37797099,6.0.0,14.1,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64334e_220920_180418.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG01530_PB1_m64334e_220920_180418_m64334e_220920_180418,single,size fractionation,GENOMIC,WGS,50671.0,18655,183.0,,,s3://human-pangenomics/working/HPRC/HG01530/raw_data/PacBio_HiFi/primrose/m64334e_220920_180418.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,15989,17845,20490,HG01530,C2,Megaruptor 3,Pippin HT,SRP305758,,43.81,43813649115,2348559,HG01530.m64334e_220920_180418.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01530/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01530.m64334e_220920_180418.dc.q20.fastq.gz,16.34
,1.0,16626,18864,22028,SRR30151943,PRJNA701308,SAMN37797099,6.0.0,14.8,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64334e_220922_131140.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG01530_PB1_m64334e_220922_131140_m64334e_220922_131140,single,size fractionation,GENOMIC,WGS,50739.0,18965,155.0,,,s3://human-pangenomics/working/HPRC/HG01530/raw_data/PacBio_HiFi/primrose/m64334e_220922_131140.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,16152,18115,20910,HG01530,C2,Megaruptor 3,Pippin HT,SRP305758,,45.96,45963012660,2423499,HG01530.m64334e_220922_131140.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01530/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01530.m64334e_220922_131140.dc.q20.fastq.gz,16.63
,1.0,17571,20578,25009,SRR30151942,PRJNA701308,SAMN37797087,6.0.0,14.9,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m54306Ue_220902_172744.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,NA19087_PB1_m54306Ue_220902_172744_m54306Ue_220902_172744,single,size fractionation,GENOMIC,WGS,51672.0,20569,194.0,,,s3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_HiFi/primrose/m54306Ue_220902_172744.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,16836,19341,23111,NA19087,C2,Megaruptor 3,Pippin HT,SRP305758,,46.22,46222507016,2247170,NA19087.m54306Ue_220902_172744.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19087/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19087.m54306Ue_220902_172744.dc.q20.fastq.gz,16.56
,1.0,17946,21148,25684,SRR30151941,PRJNA701308,SAMN37797087,6.0.0,12.5,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64055e_220911_090142.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,NA19087_PB1_m64055e_220911_090142_m64055e_220911_090142,single,size fractionation,GENOMIC,WGS,51572.0,21059,108.0,,,s3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_HiFi/primrose/m64055e_220911_090142.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,17157,19831,23769,NA19087,C2,Megaruptor 3,Pippin HT,SRP305758,,38.87,38868364644,1845688,NA19087.m64055e_220911_090142.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19087/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19087.m64055e_220911_090142.dc.q20.fastq.gz,15.15
,1.0,17863,21032,25559,SRR30151939,PRJNA701308,SAMN37797087,6.0.0,14.1,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64055e_220913_060032.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,NA19087_PB1_m64055e_220913_060032_m64055e_220913_060032,single,size fractionation,GENOMIC,WGS,50665.0,20959,103.0,,,s3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_HiFi/primrose/m64055e_220913_060032.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,17081,19722,23638,NA19087,C2,Megaruptor 3,Pippin HT,SRP305758,,43.58,43576607076,2079114,NA19087.m64055e_220913_060032.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19087/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19087.m64055e_220913_060032.dc.q20.fastq.gz,16.55
,1.0,18221,22357,27569,SRR30151938,PRJNA701308,SAMN37797086,6.0.0,14.9,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64330e_220821_125227.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,NA18570_PB1_m64330e_220821_125227_m64330e_220821_125227,single,size fractionation,GENOMIC,WGS,51264.0,21640,172.0,,,s3://human-pangenomics/working/HPRC/NA18570/raw_data/PacBio_HiFi/primrose/m64330e_220821_125227.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,16869,20469,25180,NA18570,C2,Megaruptor 3,Pippin HT,SRP305758,,46.05,46050591401,2127986,NA18570.m64330e_220821_125227.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA18570/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18570.m64330e_220821_125227.dc.q20.fastq.gz,17.12
,1.0,17826,21773,26898,SRR30152003,PRJNA701308,SAMN37797086,6.0.0,13.7,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64334e_220815_142753.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,NA18570_PB1_m64334e_220815_142753_m64334e_220815_142753,single,size fractionation,GENOMIC,WGS,50893.0,21204,112.0,,,s3://human-pangenomics/working/HPRC/NA18570/raw_data/PacBio_HiFi/primrose/m64334e_220815_142753.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,16585,19988,24514,NA18570,C2,Megaruptor 3,Pippin HT,SRP305758,,42.43,42430166886,2001019,NA18570.m64334e_220815_142753.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA18570/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18570.m64334e_220815_142753.dc.q20.fastq.gz,16.43
,1.0,21259,26063,31632,SRR30152004,PRJNA701308,SAMN37797086,6.0.0,14.2,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64334e_220821_130100.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,NA18570_PB1_m64334e_220821_130100_m64334e_220821_130100,single,size fractionation,GENOMIC,WGS,51332.0,24787,102.0,,,s3://human-pangenomics/working/HPRC/NA18570/raw_data/PacBio_HiFi/primrose/m64334e_220821_130100.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,19456,23910,29238,NA18570,C2,Megaruptor 3,Pippin HT,SRP305758,,43.94,43938908016,1772623,NA18570.m64334e_220821_130100.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA18570/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18570.m64334e_220821_130100.dc.q20.fastq.gz,16.69
,1.0,20143,24968,30987,SRR30151937,PRJNA701308,SAMN37797104,6.0.0,14.8,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m54306Ue_220821_023435.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG02391_PB1_m54306Ue_220821_023435_m54306Ue_220821_023435,single,size fractionation,GENOMIC,WGS,51847.0,24015,88.0,,,s3://human-pangenomics/working/HPRC/HG02391/raw_data/PacBio_HiFi/primrose/m54306Ue_220821_023435.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,18550,22683,28174,HG02391,C2,Megaruptor 3,Pippin HT,SRP305758,,45.86,45855625550,1909393,HG02391.m54306Ue_220821_023435.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02391.m54306Ue_220821_023435.dc.q20.fastq.gz,17.21
,1.0,19902,24632,30676,SRR30151981,PRJNA701308,SAMN37797104,6.0.0,14.8,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64055e_220821_033925.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG02391_PB1_m64055e_220821_033925_m64055e_220821_033925,single,size fractionation,GENOMIC,WGS,51343.0,23767,136.0,,,s3://human-pangenomics/working/HPRC/HG02391/raw_data/PacBio_HiFi/primrose/m64055e_220821_033925.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,18349,22387,27807,HG02391,C2,Megaruptor 3,Pippin HT,SRP305758,,45.99,45992454620,1935113,HG02391.m64055e_220821_033925.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02391.m64055e_220821_033925.dc.q20.fastq.gz,16.55
,1.0,22058,27323,33685,SRR30151982,PRJNA701308,SAMN37797104,6.0.0,13.5,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64330e_220805_094849.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG02391_PB1_m64330e_220805_094849_m64330e_220805_094849,single,size fractionation,GENOMIC,WGS,51754.0,26048,133.0,,,s3://human-pangenomics/working/HPRC/HG02391/raw_data/PacBio_HiFi/primrose/m64330e_220805_094849.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,20160,24855,30793,HG02391,C2,Megaruptor 3,Pippin HT,SRP305758,,41.88,41882544788,1607865,HG02391.m64330e_220805_094849.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02391.m64330e_220805_094849.dc.q20.fastq.gz,14.83
,1.0,17926,21181,25680,SRR30151983,PRJNA701308,SAMN37797090,6.0.0,15.2,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64055e_220902_174345.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,NA19185_PB1_m64055e_220902_174345_m64055e_220902_174345,single,size fractionation,GENOMIC,WGS,50610.0,20991,183.0,,,s3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/primrose/m64055e_220902_174345.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,17086,19845,23785,NA19185,C2,Megaruptor 3,Pippin HT,SRP305758,,46.99,46990376639,2238569,NA19185.m64055e_220902_174345.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19185/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19185.m64055e_220902_174345.dc.q20.fastq.gz,16.99
,1.0,18316,21760,26387,SRR30151984,PRJNA701308,SAMN37797090,6.0.0,14.8,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64055e_220907_174608.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,NA19185_PB1_m64055e_220907_174608_m64055e_220907_174608,single,size fractionation,GENOMIC,WGS,50723.0,21473,109.0,,,s3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/primrose/m64055e_220907_174608.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,17400,20338,24443,NA19185,C2,Megaruptor 3,Pippin HT,SRP305758,,45.76,45757724576,2130932,NA19185.m64055e_220907_174608.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19185/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19185.m64055e_220907_174608.dc.q20.fastq.gz,16.8
,1.0,18242,21711,26372,SRR30151985,PRJNA701308,SAMN37797090,6.0.0,16.2,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64055e_220909_131447.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,NA19185_PB1_m64055e_220909_131447_m64055e_220909_131447,single,size fractionation,GENOMIC,WGS,50759.0,21415,126.0,,,s3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/primrose/m64055e_220909_131447.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,17323,20261,24406,NA19185,C2,Megaruptor 3,Pippin HT,SRP305758,,50.32,50319900835,2349733,NA19185.m64055e_220909_131447.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19185/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19185.m64055e_220909_131447.dc.q20.fastq.gz,17.98
,1.0,18810,21897,26236,SRR30151990,PRJNA701308,SAMN37797098,6.0.0,7.2,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m54306Ue_220228_165421.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG01252_PB1_m54306Ue_220228_165421_m54306Ue_220228_165421,single,size fractionation,GENOMIC,WGS,59699.0,21896,82.0,,,s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/primrose/m54306Ue_220228_165421.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,18118,20727,24554,HG01252,C2,Megaruptor 3,Pippin HT,SRP305758,,22.28,22283872315,1017689,HG01252.m54306Ue_220228_165421.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01252/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01252.m54306Ue_220228_165421.dc.q20.fastq.gz,8.14
,1.0,16124,19792,24328,SRR30151991,PRJNA701308,SAMN37797098,6.0.0,8.1,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m54306Ue_220419_182803.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG01252_PB1_m54306Ue_220419_182803_m54306Ue_220419_182803,single,size fractionation,GENOMIC,WGS,62179.0,19034,174.0,,,s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/primrose/m54306Ue_220419_182803.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,14832,18086,22223,HG01252,C2,Megaruptor 3,Pippin HT,SRP305758,,25.06,25064791757,1316796,HG01252.m54306Ue_220419_182803.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01252/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01252.m54306Ue_220419_182803.dc.q20.fastq.gz,8.88
,1.0,15342,19265,24261,SRR30151992,PRJNA701308,SAMN37797098,6.0.0,7.5,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64330e_220306_155049.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG01252_PB1_m64330e_220306_155049_m64330e_220306_155049,single,size fractionation,GENOMIC,WGS,64212.0,18361,145.0,,,s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/primrose/m64330e_220306_155049.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,13922,17239,21719,HG01252,C2,Megaruptor 3,Pippin HT,SRP305758,,23.23,23231673726,1265271,HG01252.m64330e_220306_155049.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01252/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01252.m64330e_220306_155049.dc.q20.fastq.gz,8.2
,1.0,16164,19802,24344,SRR30151993,PRJNA701308,SAMN37797098,6.0.0,7.5,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64330e_220414_054422.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG01252_PB1_m64330e_220414_054422_m64330e_220414_054422,single,size fractionation,GENOMIC,WGS,58714.0,19073,191.0,,,s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/primrose/m64330e_220414_054422.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,14898,18124,22227,HG01252,C2,Megaruptor 3,Pippin HT,SRP305758,,23.1,23100441860,1211135,HG01252.m64330e_220414_054422.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01252/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01252.m64330e_220414_054422.dc.q20.fastq.gz,8.36
,1.0,16137,19822,24377,SRR30151994,PRJNA701308,SAMN37797098,6.0.0,7.2,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64334e_220419_183840.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG01252_PB1_m64334e_220419_183840_m64334e_220419_183840,single,size fractionation,GENOMIC,WGS,58849.0,19056,65.0,,,s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/primrose/m64334e_220419_183840.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,14842,18100,22252,HG01252,C2,Megaruptor 3,Pippin HT,SRP305758,,22.37,22373384029,1174065,HG01252.m64334e_220419_183840.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01252/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01252.m64334e_220419_183840.dc.q20.fastq.gz,7.92
,1.0,20005,23515,28513,SRR30151995,PRJNA701308,SAMN37797103,6.0.0,6.1,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m54306Ue_220227_055825.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG01969_PB1_m54306Ue_220227_055825_m54306Ue_220227_055825,single,size fractionation,GENOMIC,WGS,66510.0,23473,65.0,,,s3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m54306Ue_220227_055825.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,19182,22126,26462,HG01969,C2,Megaruptor 3,Pippin HT,SRP305758,,18.94,18938830210,806826,HG01969.m54306Ue_220227_055825.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01969/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01969.m54306Ue_220227_055825.dc.q20.fastq.gz,6.63
,1.0,19961,23516,28660,SRR30151996,PRJNA701308,SAMN37797103,6.0.0,11.0,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m54306Ue_220422_144937.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG01969_PB1_m54306Ue_220422_144937_m54306Ue_220422_144937,single,size fractionation,GENOMIC,WGS,67665.0,23494,81.0,,,s3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m54306Ue_220422_144937.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,19132,22078,26505,HG01969,C2,Megaruptor 3,Pippin HT,SRP305758,,34.02,34020179111,1448031,HG01969.m54306Ue_220422_144937.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01969/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01969.m54306Ue_220422_144937.dc.q20.fastq.gz,12.23
,1.0,14458,18834,24059,SRR30151998,PRJNA701308,SAMN37797103,6.0.0,7.2,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64055e_220506_051029.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG01969_PB1_m64055e_220506_051029_m64055e_220506_051029,single,size fractionation,GENOMIC,WGS,59034.0,17632,50.0,,,s3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m64055e_220506_051029.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,12784,16415,21199,HG01969,C2,Megaruptor 3,Pippin HT,SRP305758,,22.29,22292378612,1264297,HG01969.m64055e_220506_051029.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01969/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01969.m64055e_220506_051029.dc.q20.fastq.gz,8.25
,1.0,15786,20122,25672,SRR30151999,PRJNA701308,SAMN37797103,6.0.0,4.8,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64330e_220305_053001.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG01969_PB1_m64330e_220305_053001_m64330e_220305_053001,single,size fractionation,GENOMIC,WGS,61742.0,19007,67.0,,,s3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m64330e_220305_053001.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,14113,17751,22635,HG01969,C2,Megaruptor 3,Pippin HT,SRP305758,,14.85,14847062963,781108,HG01969.m64330e_220305_053001.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01969/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01969.m64330e_220305_053001.dc.q20.fastq.gz,5.37
,1.0,13123,14675,16767,SRR30152000,PRJNA701308,SAMN37797103,6.0.0,3.1,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64334e_220415_144515.5mc.hifi_reads.bam,bam,vgl-lab@rockefeller.edu,Rockefeller University,Sequel II,HG01969_PB1_m64334e_220415_144515_m64334e_220415_144515,single,size fractionation,GENOMIC,WGS,39606.0,14532,111.0,,,s3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m64334e_220415_144515.5mc.hifi_reads.bam,PACBIO_SMRT,P2,RU_Y3,12750,14187,16103,HG01969,C2,Megaruptor 3,Pippin HT,SRP305758,,9.5,9504330901,654022,HG01969.m64334e_220415_144515.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01969/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01969.m64334e_220415_144515.dc.q20.fastq.gz,3.5
