sample_id,filename,accession,study,bioproject_accession,biosample_accession,library_id,library_strategy,library_source,platform,instrument_model,design_description,generator_facility,generator_contact,assembly,data_type,filetype,library_layout,library_selection,shear_method,title,total_bp,coverage,ntsm_score,path,total_gbp,production,basecaller,basecaller_version
HG03130,HG03130-1_S5_L001_R1_001.fastq.gz,SRR30242369,SRP305758,PRJNA701308,SAMN33758791,HG03130-1_S5_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,13499572647,4.35,0.574426,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-1_S5_L001_R1_001.fastq.gz,13.5,HiC,,
HG03130,HG03130-1_S5_L002_R1_001.fastq.gz,SRR30242368,SRP305758,PRJNA701308,SAMN33758791,HG03130-1_S5_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,13860885604,4.47,0.569608,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-1_S5_L002_R1_001.fastq.gz,13.86,HiC,,
HG03130,HG03130-1_S5_L003_R1_001.fastq.gz,SRR30242367,SRP305758,PRJNA701308,SAMN33758791,HG03130-1_S5_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,13167995623,4.25,0.573949,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-1_S5_L003_R1_001.fastq.gz,13.17,HiC,,
HG03130,HG03130-1_S5_L004_R1_001.fastq.gz,SRR30242359,SRP305758,PRJNA701308,SAMN33758791,HG03130-1_S5_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,13524884287,4.36,0.557848,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-1_S5_L004_R1_001.fastq.gz,13.52,HiC,,
HG03130,HG03130-2_S13_L001_R1_001.fastq.gz,SRR30242360,SRP305758,PRJNA701308,SAMN33758791,HG03130-2_S13_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,11497934604,3.71,0.605598,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-2_S13_L001_R1_001.fastq.gz,11.5,HiC,,
HG03130,HG03130-2_S13_L002_R1_001.fastq.gz,SRR30242361,SRP305758,PRJNA701308,SAMN33758791,HG03130-2_S13_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,11785363728,3.8,0.605748,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-2_S13_L002_R1_001.fastq.gz,11.79,HiC,,
HG03130,HG03130-2_S13_L003_R1_001.fastq.gz,SRR30242362,SRP305758,PRJNA701308,SAMN33758791,HG03130-2_S13_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,11135847597,3.59,0.588376,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-2_S13_L003_R1_001.fastq.gz,11.14,HiC,,
HG03130,HG03130-2_S13_L004_R1_001.fastq.gz,SRR30242363,SRP305758,PRJNA701308,SAMN33758791,HG03130-2_S13_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,11475577542,3.7,0.630068,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-2_S13_L004_R1_001.fastq.gz,11.48,HiC,,
HG03130,HG03130-1_S5_L001_R2_001.fastq.gz,SRR30242369,SRP305758,PRJNA701308,SAMN33758791,HG03130-1_S5_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,13498735238,4.35,0.513182,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-1_S5_L001_R2_001.fastq.gz,13.5,HiC,,
HG03130,HG03130-1_S5_L002_R2_001.fastq.gz,SRR30242368,SRP305758,PRJNA701308,SAMN33758791,HG03130-1_S5_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,13859849667,4.47,0.541266,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-1_S5_L002_R2_001.fastq.gz,13.86,HiC,,
HG03130,HG03130-1_S5_L003_R2_001.fastq.gz,SRR30242367,SRP305758,PRJNA701308,SAMN33758791,HG03130-1_S5_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,13167045749,4.25,0.512745,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-1_S5_L003_R2_001.fastq.gz,13.17,HiC,,
HG03130,HG03130-1_S5_L004_R2_001.fastq.gz,SRR30242359,SRP305758,PRJNA701308,SAMN33758791,HG03130-1_S5_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,13523916317,4.36,0.559787,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-1_S5_L004_R2_001.fastq.gz,13.52,HiC,,
HG03130,HG03130-2_S13_L001_R2_001.fastq.gz,SRR30242360,SRP305758,PRJNA701308,SAMN33758791,HG03130-2_S13_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,11497300137,3.71,0.577007,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-2_S13_L001_R2_001.fastq.gz,11.5,HiC,,
HG03130,HG03130-2_S13_L002_R2_001.fastq.gz,SRR30242361,SRP305758,PRJNA701308,SAMN33758791,HG03130-2_S13_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,11784559031,3.8,0.55918,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-2_S13_L002_R2_001.fastq.gz,11.78,HiC,,
HG03130,HG03130-2_S13_L003_R2_001.fastq.gz,SRR30242362,SRP305758,PRJNA701308,SAMN33758791,HG03130-2_S13_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,11135087450,3.59,0.537702,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-2_S13_L003_R2_001.fastq.gz,11.14,HiC,,
HG03130,HG03130-2_S13_L004_R2_001.fastq.gz,SRR30242363,SRP305758,PRJNA701308,SAMN33758791,HG03130-2_S13_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03130,11474815636,3.7,0.567845,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-2_S13_L004_R2_001.fastq.gz,11.47,HiC,,
HG03139,HG03139-1_S6_L001_R1_001.fastq.gz,SRR30242365,SRP305758,PRJNA701308,SAMN33758792,HG03139-1_S6_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,11952931713,3.86,0.600621,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-1_S6_L001_R1_001.fastq.gz,11.95,HiC,,
HG03139,HG03139-1_S6_L002_R1_001.fastq.gz,SRR30242366,SRP305758,PRJNA701308,SAMN33758792,HG03139-1_S6_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,12303021339,3.97,0.623442,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-1_S6_L002_R1_001.fastq.gz,12.3,HiC,,
HG03139,HG03139-1_S6_L003_R1_001.fastq.gz,SRR30242342,SRP305758,PRJNA701308,SAMN33758792,HG03139-1_S6_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,11636777051,3.75,0.620107,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-1_S6_L003_R1_001.fastq.gz,11.64,HiC,,
HG03139,HG03139-1_S6_L004_R1_001.fastq.gz,SRR30242343,SRP305758,PRJNA701308,SAMN33758792,HG03139-1_S6_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,12029450790,3.88,0.581818,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-1_S6_L004_R1_001.fastq.gz,12.03,HiC,,
HG03139,HG03139-2_S14_L001_R1_001.fastq.gz,SRR30242344,SRP305758,PRJNA701308,SAMN33758792,HG03139-2_S14_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,12748095306,4.11,0.587956,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-2_S14_L001_R1_001.fastq.gz,12.75,HiC,,
HG03139,HG03139-2_S14_L002_R1_001.fastq.gz,SRR30242345,SRP305758,PRJNA701308,SAMN33758792,HG03139-2_S14_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,13102628356,4.23,0.5655,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-2_S14_L002_R1_001.fastq.gz,13.1,HiC,,
HG03139,HG03139-2_S14_L003_R1_001.fastq.gz,SRR30242346,SRP305758,PRJNA701308,SAMN33758792,HG03139-2_S14_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,12351349239,3.98,0.60048,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-2_S14_L003_R1_001.fastq.gz,12.35,HiC,,
HG03139,HG03139-2_S14_L004_R1_001.fastq.gz,SRR30242347,SRP305758,PRJNA701308,SAMN33758792,HG03139-2_S14_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,12697988712,4.1,0.572203,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-2_S14_L004_R1_001.fastq.gz,12.7,HiC,,
HG03139,HG03139-1_S6_L001_R2_001.fastq.gz,SRR30242365,SRP305758,PRJNA701308,SAMN33758792,HG03139-1_S6_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,11952237057,3.86,0.599319,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-1_S6_L001_R2_001.fastq.gz,11.95,HiC,,
HG03139,HG03139-1_S6_L002_R2_001.fastq.gz,SRR30242366,SRP305758,PRJNA701308,SAMN33758792,HG03139-1_S6_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,12302107333,3.97,0.58376,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-1_S6_L002_R2_001.fastq.gz,12.3,HiC,,
HG03139,HG03139-1_S6_L003_R2_001.fastq.gz,SRR30242342,SRP305758,PRJNA701308,SAMN33758792,HG03139-1_S6_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,11635941925,3.75,0.583228,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-1_S6_L003_R2_001.fastq.gz,11.64,HiC,,
HG03139,HG03139-1_S6_L004_R2_001.fastq.gz,SRR30242343,SRP305758,PRJNA701308,SAMN33758792,HG03139-1_S6_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,12028614997,3.88,0.596229,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-1_S6_L004_R2_001.fastq.gz,12.03,HiC,,
HG03139,HG03139-2_S14_L001_R2_001.fastq.gz,SRR30242344,SRP305758,PRJNA701308,SAMN33758792,HG03139-2_S14_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,12747435871,4.11,0.552105,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-2_S14_L001_R2_001.fastq.gz,12.75,HiC,,
HG03139,HG03139-2_S14_L002_R2_001.fastq.gz,SRR30242345,SRP305758,PRJNA701308,SAMN33758792,HG03139-2_S14_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,13101759299,4.23,0.581126,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-2_S14_L002_R2_001.fastq.gz,13.1,HiC,,
HG03139,HG03139-2_S14_L003_R2_001.fastq.gz,SRR30242346,SRP305758,PRJNA701308,SAMN33758792,HG03139-2_S14_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,12350569304,3.98,0.549756,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-2_S14_L003_R2_001.fastq.gz,12.35,HiC,,
HG03139,HG03139-2_S14_L004_R2_001.fastq.gz,SRR30242347,SRP305758,PRJNA701308,SAMN33758792,HG03139-2_S14_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03139,12697196399,4.1,0.562295,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-2_S14_L004_R2_001.fastq.gz,12.7,HiC,,
HG03195,HG03195-1_S7_L001_R1_001.fastq.gz,SRR30242348,SRP305758,PRJNA701308,SAMN33621956,HG03195-1_S7_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,14832803612,4.78,0.56484,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L001_R1_001.fastq.gz,14.83,HiC,,
HG03195,HG03195-1_S7_L002_R1_001.fastq.gz,SRR30242349,SRP305758,PRJNA701308,SAMN33621956,HG03195-1_S7_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,15041853062,4.85,0.570263,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L002_R1_001.fastq.gz,15.04,HiC,,
HG03195,HG03195-1_S7_L003_R1_001.fastq.gz,SRR30242351,SRP305758,PRJNA701308,SAMN33621956,HG03195-1_S7_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,14040285498,4.53,0.588908,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L003_R1_001.fastq.gz,14.04,HiC,,
HG03195,HG03195-1_S7_L004_R1_001.fastq.gz,SRR30242352,SRP305758,PRJNA701308,SAMN33621956,HG03195-1_S7_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,13982392584,4.51,0.550107,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L004_R1_001.fastq.gz,13.98,HiC,,
HG03195,HG03195-2_S15_L001_R1_001.fastq.gz,SRR30242353,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,14303290679,4.61,0.581302,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15_L001_R1_001.fastq.gz,14.3,HiC,,
HG03195,HG03195-2_S15_L002_R1_001.fastq.gz,SRR30242354,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,14501402402,4.68,0.544862,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15_L002_R1_001.fastq.gz,14.5,HiC,,
HG03195,HG03195-2_S15_L003_R1_001.fastq.gz,SRR30242355,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,13509928125,4.36,0.57522,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15_L003_R1_001.fastq.gz,13.51,HiC,,
HG03195,HG03195-2_S15_L004_R1_001.fastq.gz,SRR30242356,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,13501792797,4.36,0.56572,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15_L004_R1_001.fastq.gz,13.5,HiC,,
HG03195,HG03195-2_S15i_L001_R1_001.fastq.gz,SRR30242357,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15i_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,36917053749,11.91,0.469732,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15i_L001_R1_001.fastq.gz,36.92,HiC,,
HG03195,HG03195-2_S15i_L002_R1_001.fastq.gz,SRR30242358,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15i_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,41838825896,13.5,0.485264,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15i_L002_R1_001.fastq.gz,41.84,HiC,,
HG03195,HG03195-2_S15i_L003_R1_001.fastq.gz,SRR30242341,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15i_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,34794784186,11.22,0.51802,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15i_L003_R1_001.fastq.gz,34.79,HiC,,
HG03195,HG03195-2_S15i_L004_R1_001.fastq.gz,SRR30242340,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15i_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,29901590068,9.65,0.477419,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15i_L004_R1_001.fastq.gz,29.9,HiC,,
HG03195,HG03195-1_S7_L001_R2_001.fastq.gz,SRR30242348,SRP305758,PRJNA701308,SAMN33621956,HG03195-1_S7_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,14831815272,4.78,0.538429,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L001_R2_001.fastq.gz,14.83,HiC,,
HG03195,HG03195-1_S7_L002_R2_001.fastq.gz,SRR30242349,SRP305758,PRJNA701308,SAMN33621956,HG03195-1_S7_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,15041101316,4.85,0.533578,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L002_R2_001.fastq.gz,15.04,HiC,,
HG03195,HG03195-1_S7_L003_R2_001.fastq.gz,SRR30242351,SRP305758,PRJNA701308,SAMN33621956,HG03195-1_S7_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,14039451752,4.53,0.565042,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L003_R2_001.fastq.gz,14.04,HiC,,
HG03195,HG03195-1_S7_L004_R2_001.fastq.gz,SRR30242352,SRP305758,PRJNA701308,SAMN33621956,HG03195-1_S7_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG03195,13981512589,4.51,0.553076,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L004_R2_001.fastq.gz,13.98,HiC,,
