sample_id,read_files_downsampled,number_of_read_files_downsampled,total_coverage_downsampled,number_of_cores_per_task_downsampled,mapper_preset,kmer_size,read_files,number_of_read_files,total_coverage,coverage,number_of_cores_per_task,instrument_model,hmm_flagger_window_size,hmm_flagger_alpha_tsv
HG01975,"['s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211113_003158-bc1003.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m84081_230721_192906_s4.hifi_reads.bc2025.bam', 's3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211114_112934-bc1003.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m84081_230721_185800_s3.hifi_reads.bc2025.bam', 's3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211115_222749-bc1003.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211222_184851-bc1003.5mc.hifi_reads.bam']",6,58.8,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211113_003158-bc1003.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211114_112934-bc1003.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211222_184851-bc1003.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211115_222749-bc1003.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m84081_230721_185800_s3.hifi_reads.bc2025.bam', 's3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m84081_230721_192906_s4.hifi_reads.bc2025.bam']",6,58.8,"[12.1, 11.7, 1.9, 9.4, 11.7, 12.0]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01981,"['s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m64136_210627_054246.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m64136_210628_163953.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m64136_210625_184731.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.bc2091.bam', 's3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_024327_s3.hifi_reads.bc2091.bam', 's3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.bc2091.bam']",6,58.3,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m64136_210625_184731.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m64136_210627_054246.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m64136_210628_163953.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.bc2091.bam', 's3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.bc2091.bam', 's3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_024327_s3.hifi_reads.bc2091.bam']",6,58.3,"[10.5, 12.4, 11.1, 8.6, 7.5, 8.2]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01993,"['s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m64043_210622_163331.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m64043_210620_041711.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2085.bam', 's3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2085.bam', 's3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2085.bam', 's3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m64043_210624_032817.hifi_reads.bam']",6,67.3,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m64043_210620_041711.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m64043_210622_163331.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m64043_210624_032817.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2085.bam', 's3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2085.bam', 's3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2085.bam']",6,67.30000000000001,"[11.6, 12.6, 9.8, 10.7, 11.6, 11.0]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02071,"['s3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m84046_230712_000908_s4.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m64076_210604_225751.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m64076_210607_215041.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m64076_210609_084637.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1011_BAK8A_OA.hifi_reads.bam']",5,56.8,12,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1011_BAK8A_OA.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m64076_210604_225751.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m64076_210607_215041.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m64076_210609_084637.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m84046_230712_000908_s4.hifi_reads.default.bam']",5,56.800000000000004,"[1.0, 10.8, 10.7, 9.7, 24.6]",12,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02074,"['s3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m84046_230624_204605_s4.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m54329U_210626_074001.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m64076_210630_101034.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m54329U_210630_194237.hifi_reads.bam']",4,66.2,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1010_BAK8A_OA.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m54329U_210626_074001.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m54329U_210630_194237.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m64076_210630_101034.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m84046_230624_204605_s4.hifi_reads.default.bam']",5,67.2,"[1.0, 11.6, 8.9, 10.0, 35.7]",12,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02178,"['s3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230705_181402_s3.hifi_reads.bc1008.bam', 's3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230629_191221_s4.hifi_reads.bc1008.bam', 's3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230710_180033_s3.hifi_reads.bc1008.bam']",3,63.3,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230629_191221_s4.hifi_reads.bc1008.bam', 's3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230705_181402_s3.hifi_reads.bc1008.bam', 's3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230710_180033_s3.hifi_reads.bc1008.bam']",3,63.3,"[21.0, 29.1, 13.2]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02280,"['s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231117_211338_s4.hifi_reads.bc2087.bam', 's3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231119_032407_s4.hifi_reads.bc2087.bam', 's3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m64136_210718_091611.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m64136_210719_201505.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m64136_210716_230343.hifi_reads.bam']",5,66.9,12,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m64136_210716_230343.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m64136_210718_091611.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m64136_210719_201505.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231117_211338_s4.hifi_reads.bc2087.bam', 's3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231119_032407_s4.hifi_reads.bc2087.bam']",5,66.89999999999999,"[10.4, 11.4, 10.6, 17.7, 16.8]",12,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02293,"['s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230707_205716_s4.default--default.bam', 's3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m54329U_210719_222842.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m64076_210716_220011.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m54329U_210721_092510.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230718_233949_s3.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230724_203319_s4.hifi_reads.default.bam']",6,56.2,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m64076_210716_220011.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m54329U_210719_222842.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m54329U_210721_092510.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230718_233949_s3.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230707_205716_s4.default--default.bam', 's3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230724_203319_s4.hifi_reads.default.bam']",6,56.199999999999996,"[10.6, 11.1, 9.5, 7.1, 15.1, 2.8]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02300,"['s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230519_231055_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m54329U_210710_123004.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m54329U_210702_182525.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m54329U_210711_215946.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230628_210130_s1.default--default.bam']",6,58.7,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m54329U_210702_182525.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m54329U_210711_215946.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m54329U_210710_123004.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230519_231055_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230628_210130_s1.default--default.bam', 's3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.default.bam']",6,58.7,"[9.8, 9.4, 10.9, 12.8, 5.5, 10.3]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02392,"['s3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230705_171239_s1.hifi_reads.bc1002.bam', 's3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230629_181009_s2.hifi_reads.bc1002.bam', 's3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230710_180033_s3.hifi_reads.bc1002.bam', 's3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1002.bam']",4,60.6,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230629_181009_s2.hifi_reads.bc1002.bam', 's3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230705_171239_s1.hifi_reads.bc1002.bam', 's3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230710_180033_s3.hifi_reads.bc1002.bam', 's3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230727_143029_s4.hifi_reads.bc1002.bam', 's3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1002.bam']",5,62.199999999999996,"[21.4, 22.7, 12.2, 1.6, 4.3]",12,"['Revio', 'Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02514,"['s3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/m84091_240110_194735_s1.hifi_reads.bc1001.bam', 's3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/primrose/m54306Ue_220421_052313.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/primrose/m64330e_220417_033652.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/primrose/m54306Ue_220225_190349.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/primrose/m64334e_220426_185110.demultiplex.bc1001--bc1001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/primrose/m64330e_220303_183543.5mc.hifi_reads.bam']",6,54.64,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/primrose/m54306Ue_220225_190349.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/primrose/m54306Ue_220421_052313.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/primrose/m64330e_220303_183543.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/primrose/m64330e_220417_033652.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/primrose/m64334e_220426_185110.demultiplex.bc1001--bc1001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/m84091_240110_194735_s1.hifi_reads.bc1001.bam']",6,54.64,"[5.1, 10.2, 4.5, 10.0, 5.1, 19.74]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02523,"['s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m64043_210506_183430.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m64043_210508_033135.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m64043_210509_110105.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231027_195514_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231029_020543_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231029_023649_s3.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231027_202621_s3.hifi_reads.default.bam']",7,62.6,9,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m64043_210506_183430.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m64043_210508_033135.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m64043_210509_110105.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231027_195514_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231027_202621_s3.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231029_020543_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231029_023649_s3.hifi_reads.default.bam']",7,62.599999999999994,"[11.2, 10.5, 9.9, 8.2, 7.2, 7.8, 7.8]",9,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02572,"['s3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m84046_230711_233802_s3.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m64076_200313_161705.ccs.bam', 's3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m54329U_200319_002813.ccs.bam', 's3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m64076_200318_103811.ccs.bam', 's3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m64076_200317_041201.ccs.bam']",5,53.6,12,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m54329U_200319_002813.ccs.bam', 's3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m64076_200313_161705.ccs.bam', 's3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m64076_200317_041201.ccs.bam', 's3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m64076_200318_103811.ccs.bam', 's3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m84046_230711_233802_s3.hifi_reads.default.bam']",5,53.6,"[8.3, 8.7, 6.9, 7.1, 22.6]",12,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02583,"['s3://human-pangenomics/working/HPRC/HG02583/raw_data/PacBio_HiFi/m84091_230714_140949_s3.hifi_reads.bc1016.bam', 's3://human-pangenomics/working/HPRC/HG02583/raw_data/PacBio_HiFi/m84091_230707_183012_s4.hifi_reads.bc1016.bam']",2,64.9,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02583/raw_data/PacBio_HiFi/m84091_230707_183012_s4.hifi_reads.bc1016.bam', 's3://human-pangenomics/working/HPRC/HG02583/raw_data/PacBio_HiFi/m84091_230714_140949_s3.hifi_reads.bc1016.bam']",2,64.9,"[31.5, 33.4]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02602,"['s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m64043_210618_184604.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2083.bam', 's3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2083.bam', 's3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2083.bam', 's3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m64043_210613_133026.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m64043_210612_053030.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m64043_210614_223013.hifi_reads.bam']",7,59.9,9,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m64043_210612_053030.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m64043_210613_133026.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m64043_210614_223013.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m64043_210618_184604.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2083.bam', 's3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2083.bam', 's3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2083.bam']",7,59.89999999999999,"[6.4, 8.1, 6.4, 11.7, 8.8, 9.5, 9.0]",9,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
