sample_id,read_files_downsampled,number_of_read_files_downsampled,total_coverage_downsampled,number_of_cores_per_task_downsampled,mapper_preset,kmer_size,read_files,number_of_read_files,total_coverage,coverage,number_of_cores_per_task,instrument_model,hmm_flagger_window_size,hmm_flagger_alpha_tsv
NA18871,"['s3://human-pangenomics/working/HPRC/NA18871/raw_data/PacBio_HiFi/m84046_230721_175304_s3.hifi_reads.bc2091.bam', 's3://human-pangenomics/working/HPRC/NA18871/raw_data/PacBio_HiFi/m84046_230721_182333_s4.hifi_reads.bc2091.bam', 's3://human-pangenomics/working/HPRC/NA18871/raw_data/PacBio_HiFi/m84046_230721_185439_s1.hifi_reads.bc2091.bam']",3,61.4,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA18871/raw_data/PacBio_HiFi/m84046_230721_182333_s4.hifi_reads.bc2091.bam', 's3://human-pangenomics/working/HPRC/NA18871/raw_data/PacBio_HiFi/m84046_230721_175304_s3.hifi_reads.bc2091.bam', 's3://human-pangenomics/working/HPRC/NA18871/raw_data/PacBio_HiFi/m84046_230721_185439_s1.hifi_reads.bc2091.bam']",3,61.400000000000006,"[20.6, 21.6, 19.2]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA18879,"['s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2089.bam', 's3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230727_225904_s1.hifi_reads.bc2089.bam', 's3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230728_195023_s2.hifi_reads.bc2089.bam', 's3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2089.bam', 's3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230728_205153_s4.hifi_reads.bc2089.bam']",5,63.8,12,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230728_205153_s4.hifi_reads.bc2089.bam', 's3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230727_225904_s1.hifi_reads.bc2089.bam', 's3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230728_195023_s2.hifi_reads.bc2089.bam', 's3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2089.bam', 's3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2089.bam']",5,63.8,"[10.9, 11.6, 11.4, 11.0, 18.9]",12,"['Revio', 'Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA18952,"['s3://human-pangenomics/working/HPRC/NA18952/raw_data/PacBio_HiFi/m84081_230609_204508_s4.hifi_reads.bc2009.bam', 's3://human-pangenomics/working/HPRC/NA18952/raw_data/PacBio_HiFi/m84081_230609_201402_s3.hifi_reads.bc2009.bam']",2,76.3,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA18952/raw_data/PacBio_HiFi/m84081_230609_201402_s3.hifi_reads.bc2009.bam', 's3://human-pangenomics/working/HPRC/NA18952/raw_data/PacBio_HiFi/m84081_230609_204508_s4.hifi_reads.bc2009.bam']",2,76.3,"[37.0, 39.3]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA18971,"['s3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m84081_230628_190945_s2.hifi_reads.bc1011.bam', 's3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc1011.bam', 's3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m64043_220705_120954-bc1011.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m64043_220701_181144-bc1011.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m64043_220703_150718-bc1011.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m64043_220728_173215-bc1011.5mc.hifi_reads.bam']",6,63.0,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m64043_220703_150718-bc1011.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m64043_220705_120954-bc1011.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m64043_220728_173215-bc1011.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m64043_220701_181144-bc1011.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc1011.bam', 's3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m84081_230628_190945_s2.hifi_reads.bc1011.bam']",6,63.0,"[10.3, 11.2, 4.0, 11.0, 12.9, 13.6]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA18974,"['s3://human-pangenomics/working/HPRC/NA18974/raw_data/PacBio_HiFi/m84081_230601_220550_s4.hifi_reads.bc2008.bam', 's3://human-pangenomics/working/HPRC/NA18974/raw_data/PacBio_HiFi/m84081_230601_213444_s3.hifi_reads.bc2008.bam']",2,81.6,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA18974/raw_data/PacBio_HiFi/m84081_230601_213444_s3.hifi_reads.bc2008.bam', 's3://human-pangenomics/working/HPRC/NA18974/raw_data/PacBio_HiFi/m84081_230601_220550_s4.hifi_reads.bc2008.bam']",2,81.6,"[39.6, 42.0]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA18976,"['s3://human-pangenomics/working/HPRC/NA18976/raw_data/PacBio_HiFi/m84081_230610_195324_s2.hifi_reads.bc2010.bam', 's3://human-pangenomics/working/HPRC/NA18976/raw_data/PacBio_HiFi/m84081_230610_192218_s1.hifi_reads.bc2010.bam']",2,73.4,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA18976/raw_data/PacBio_HiFi/m84081_230610_192218_s1.hifi_reads.bc2010.bam', 's3://human-pangenomics/working/HPRC/NA18976/raw_data/PacBio_HiFi/m84081_230610_195324_s2.hifi_reads.bc2010.bam']",2,73.4,"[36.0, 37.4]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA18983,"['s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m84046_230623_210640_s1.hifi_reads.bc2055.bam', 's3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220902_165459-bc2055.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220906_104717-bc2055.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220904_135104-bc2055.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220903_190900-bc2055.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220905_144015-bc2055.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220907_100858-bc2055.5mc.hifi_reads.bam']",7,58.8,9,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220903_190900-bc2055.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220905_144015-bc2055.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220907_100858-bc2055.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220902_165459-bc2055.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220904_135104-bc2055.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220906_104717-bc2055.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m84046_230623_210640_s1.hifi_reads.bc2055.bam']",7,58.8,"[0.0, 0.0, 0.0, 13.9, 13.6, 13.8, 17.5]",9,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19012,"['s3://human-pangenomics/working/HPRC/NA19012/raw_data/PacBio_HiFi/m84046_230906_215022_s3.hifi_reads.bc2037.bam', 's3://human-pangenomics/working/HPRC/NA19012/raw_data/PacBio_HiFi/m84046_230901_223052_s3.hifi_reads.bc2037.bam', 's3://human-pangenomics/working/HPRC/NA19012/raw_data/PacBio_HiFi/m84046_230901_230230_s4.hifi_reads.bc2037.bam']",3,62.6,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA19012/raw_data/PacBio_HiFi/m84046_230901_230230_s4.hifi_reads.bc2037.bam', 's3://human-pangenomics/working/HPRC/NA19012/raw_data/PacBio_HiFi/m84046_230901_223052_s3.hifi_reads.bc2037.bam', 's3://human-pangenomics/working/HPRC/NA19012/raw_data/PacBio_HiFi/m84046_230906_215022_s3.hifi_reads.bc2037.bam']",3,62.599999999999994,"[19.0, 19.3, 24.3]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19036,"['s3://human-pangenomics/working/HPRC/NA19036/raw_data/PacBio_HiFi/m84091_230724_152950_s1.hifi_reads.bc1022.bam', 's3://human-pangenomics/working/HPRC/NA19036/raw_data/PacBio_HiFi/m84091_230718_161058_s2.hifi_reads.bc1022.bam']",2,64.3,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA19036/raw_data/PacBio_HiFi/m84091_230718_161058_s2.hifi_reads.bc1022.bam', 's3://human-pangenomics/working/HPRC/NA19036/raw_data/PacBio_HiFi/m84091_230724_152950_s1.hifi_reads.bc1022.bam']",2,64.3,"[32.0, 32.3]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19042,"['s3://human-pangenomics/working/HPRC/NA19042/raw_data/PacBio_HiFi/m84091_240221_202725_s4.hifi_reads.bc1022.bam', 's3://human-pangenomics/working/HPRC/NA19042/raw_data/PacBio_HiFi/m84091_240308_202615_s4.hifi_reads.bc1022.bam', 's3://human-pangenomics/working/HPRC/NA19042/raw_data/PacBio_HiFi/m84091_240308_205633_s1.hifi_reads.bc1022.bam']",3,60.5,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA19042/raw_data/PacBio_HiFi/m84091_240221_202725_s4.hifi_reads.bc1022.bam', 's3://human-pangenomics/working/HPRC/NA19042/raw_data/PacBio_HiFi/m84091_240308_202615_s4.hifi_reads.bc1022.bam', 's3://human-pangenomics/working/HPRC/NA19042/raw_data/PacBio_HiFi/m84091_240308_205633_s1.hifi_reads.bc1022.bam']",3,60.50000000000001,"[21.1, 19.8, 19.6]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19043,"['s3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m54329U_220920_065703-bc2061.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m54329U_220916_162216-bc2061.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m54329U_220918_114340-bc2061.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m84046_230519_231055_s2.hifi_reads.bc2061.bam', 's3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m84046_230712_000908_s4.hifi_reads.bc2061.bam']",5,53.7,12,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m54329U_220916_162216-bc2061.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m54329U_220918_114340-bc2061.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m54329U_220920_065703-bc2061.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m84046_230712_000908_s4.hifi_reads.bc2061.bam', 's3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m84046_230519_231055_s2.hifi_reads.bc2061.bam']",5,53.699999999999996,"[14.0, 13.4, 14.2, 3.1, 9.0]",12,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19087,"['s3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_HiFi/m84091_231120_185935_s2.hifi_reads.bc1016.bam', 's3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_HiFi/primrose/m54306Ue_220902_172744.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_HiFi/primrose/m64055e_220913_060032.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_HiFi/primrose/m64055e_220911_090142.5mc.hifi_reads.bam']",4,60.28,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_HiFi/primrose/m54306Ue_220902_172744.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_HiFi/primrose/m64055e_220911_090142.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_HiFi/primrose/m64055e_220913_060032.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_HiFi/m84091_231120_185935_s2.hifi_reads.bc1016.bam']",4,60.28,"[14.9, 12.5, 14.1, 18.78]",16,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19099,"['s3://human-pangenomics/working/HPRC/NA19099/raw_data/PacBio_HiFi/m84081_231027_192451_s1.hifi_reads.bc2066.bam', 's3://human-pangenomics/working/HPRC/NA19099/raw_data/PacBio_HiFi/m84081_231029_013437_s1.hifi_reads.bc2066.bam', 's3://human-pangenomics/working/HPRC/NA19099/raw_data/PacBio_HiFi/m84081_231124_031433_s4.hifi_reads.bc2066.bam', 's3://human-pangenomics/working/HPRC/NA19099/raw_data/PacBio_HiFi/m84081_231122_210358_s4.hifi_reads.bc2066.bam']",4,65.0,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA19099/raw_data/PacBio_HiFi/m84081_231027_192451_s1.hifi_reads.bc2066.bam', 's3://human-pangenomics/working/HPRC/NA19099/raw_data/PacBio_HiFi/m84081_231029_013437_s1.hifi_reads.bc2066.bam', 's3://human-pangenomics/working/HPRC/NA19099/raw_data/PacBio_HiFi/m84081_231122_210358_s4.hifi_reads.bc2066.bam', 's3://human-pangenomics/working/HPRC/NA19099/raw_data/PacBio_HiFi/m84081_231124_031433_s4.hifi_reads.bc2066.bam']",4,65.0,"[23.0, 21.8, 9.6, 10.6]",16,"['Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19120,"['s3://human-pangenomics/working/HPRC/NA19120/raw_data/PacBio_HiFi/m84081_230511_183900_s4.hifi_reads.bc2003.bam', 's3://human-pangenomics/working/HPRC/NA19120/raw_data/PacBio_HiFi/m84081_230508_200546_s2.hifi_reads.bc2003.bam']",2,70.5,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA19120/raw_data/PacBio_HiFi/m84081_230508_200546_s2.hifi_reads.bc2003.bam', 's3://human-pangenomics/working/HPRC/NA19120/raw_data/PacBio_HiFi/m84081_230511_183900_s4.hifi_reads.bc2003.bam']",2,70.5,"[34.9, 35.6]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19131,"['s3://human-pangenomics/working/HPRC/NA19131/raw_data/PacBio_HiFi/m84091_230725_171249_s4.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/NA19131/raw_data/PacBio_HiFi/m84091_230731_143545_s4.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/NA19131/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1015.bam']",3,64.3,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA19131/raw_data/PacBio_HiFi/m84091_230725_171249_s4.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/NA19131/raw_data/PacBio_HiFi/m84091_230731_143545_s4.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/NA19131/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1015.bam']",3,64.3,"[34.8, 23.7, 5.8]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19159,"['s3://human-pangenomics/working/HPRC/NA19159/raw_data/PacBio_HiFi/primrose/m64334e_220907_175418.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19159/raw_data/PacBio_HiFi/primrose/m54306Ue_220907_175549.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19159/raw_data/PacBio_HiFi/primrose/m64330e_220902_175209.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19159/raw_data/PacBio_HiFi/m84091_230817_150246_s3.hifi_reads.bc1015.bam']",4,52.54,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA19159/raw_data/PacBio_HiFi/primrose/m54306Ue_220907_175549.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19159/raw_data/PacBio_HiFi/primrose/m64330e_220902_175209.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19159/raw_data/PacBio_HiFi/primrose/m64334e_220907_175418.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19159/raw_data/PacBio_HiFi/m84091_230817_150246_s3.hifi_reads.bc1015.bam']",4,52.54,"[14.9, 14.9, 15.1, 7.64]",16,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19175,"['s3://human-pangenomics/working/HPRC/NA19175/raw_data/PacBio_HiFi/m84091_230629_173950_s1.hifi_reads.bc1001.bam', 's3://human-pangenomics/working/HPRC/NA19175/raw_data/PacBio_HiFi/m84091_230703_162202_s1.hifi_reads.bc1001.bam']",2,66.2,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA19175/raw_data/PacBio_HiFi/m84091_230629_173950_s1.hifi_reads.bc1001.bam', 's3://human-pangenomics/working/HPRC/NA19175/raw_data/PacBio_HiFi/m84091_230703_162202_s1.hifi_reads.bc1001.bam']",2,66.2,"[34.0, 32.2]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19185,"['s3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/primrose/m64055e_220909_131447.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/primrose/m64055e_220902_174345.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/primrose/m64055e_220907_174608.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/m84091_231120_182829_s1.hifi_reads.bc1017.bam']",4,54.95,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/primrose/m64055e_220902_174345.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/primrose/m64055e_220907_174608.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/primrose/m64055e_220909_131447.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/m84091_231120_182829_s1.hifi_reads.bc1017.bam']",4,54.95,"[15.2, 14.8, 16.2, 8.75]",16,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19190,"['s3://human-pangenomics/working/HPRC/NA19190/raw_data/PacBio_HiFi/m84046_230913_204538_s3.hifi_reads.bc2035.bam', 's3://human-pangenomics/working/HPRC/NA19190/raw_data/PacBio_HiFi/m84046_230909_231800_s4.hifi_reads.bc2035.bam']",2,71.3,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA19190/raw_data/PacBio_HiFi/m84046_230909_231800_s4.hifi_reads.bc2035.bam', 's3://human-pangenomics/working/HPRC/NA19190/raw_data/PacBio_HiFi/m84046_230913_204538_s3.hifi_reads.bc2035.bam']",2,71.30000000000001,"[35.1, 36.2]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19338,"['s3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/primrose/m54306Ue_220722_175158.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/primrose/m64055e_220731_124800.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/primrose/m64055e_220729_170145.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/m84091_231120_175800_s4.hifi_reads.bc1002.bam', 's3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/m84091_230705_174256_s2.hifi_reads.bc1002.bam', 's3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/m84091_230705_184508_s4.hifi_reads.bc1002.bam']",6,57.6,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/primrose/m54306Ue_220722_175158.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/primrose/m64055e_220729_170145.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/primrose/m64055e_220731_124800.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/m84091_230705_174256_s2.hifi_reads.bc1002.bam', 's3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/m84091_230705_184508_s4.hifi_reads.bc1002.bam', 's3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/m84091_231120_175800_s4.hifi_reads.bc1002.bam']",6,57.6,"[13.1, 11.3, 12.6, 6.5, 6.35, 7.75]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
